CASE_NO,IEOK_01,ACCD_TP,Year,x_coord,y_coord
CE114295,10109021755,2,101,309240.2392,2762238.794
CE113299,10112292355,3,101,309656.0457,2762261.797
CE113849,10109292250,2,101,309655.3457,2762262.797
CE113952,10109281905,2,101,310293.6561,2762342.803
CE108294,10107211755,3,101,310298.4562,2762344.803
CE105563,10103261622,2,101,308885.9848,2762407.545
CE105567,10104051828,2,101,309144.139,2762435.797
CE113899,10107141115,2,101,308258.9255,2762477.792
CE103361,10103061935,3,101,307193.5216,2762485.035
CE114054,10109151832,2,101,307195.5091,2762487.785
CE108356,10107142253,3,101,309786.4501,2762623.804
CE107804,10107282258,3,101,309792.1502,2762624.804
CE109494,10103171845,3,101,309788.9064,2762625.554
CE108369,10108100858,3,101,309787.5502,2762629.804
CE109342,10101010050,2,101,308795.6351,2762679.798
CE108283,10106271030,2,101,308458.9314,2762905.8
CE108115,10107022030,2,101,308461.4315,2762914.8
CE114306,10109220835,2,101,306637.804,2763035.79
CE114057,10109230952,3,101,306576.1039,2763157.791
CE107562,10102170721,3,101,306397.0015,2763215.791
CE114049,10109070815,2,101,306399.4015,2763216.791
CE103869,10112190945,3,101,306411.3018,2763229.791
CE108796,10104040356,2,101,306418.3019,2763230.791
CE105536,10103132023,2,101,306415.4831,2763233.791
CE108234,10107160106,2,101,308886.4403,2763258.808
CE108107,10106151757,2,101,309335.6475,2763284.811
CE105204,10101010520,2,101,309337.0475,2763285.811
CE107817,10110102013,3,101,309334.2475,2763290.811
CE114273,10109042345,2,101,308932.5413,2763292.809
CE103480,10103021349,3,101,310090.1662,2763405.818
CE111550,10112272008,2,101,310089.8599,2763408.818
CE107811,10109271915,3,101,306077.9986,2763530.794
CE114167,10109260750,2,101,307029.6135,2763552.8
CE114118,10110201530,3,101,306172.5003,2763571.795
CE108205,10107081740,3,101,306046.8984,2763577.794
CE108002,10106141710,3,101,307159.8157,2763583.802
CE105298,10101151730,3,101,306057.3989,2763632.795
CE107947,10109201755,2,101,305849.2958,2763643.794
CE113883,10108131650,2,101,305851.7958,2763643.794
CE107861,10104250825,2,101,305849.8958,2763644.794
CE109489,10102251335,3,101,305845.9958,2763645.794
CE107838,10108082000,3,101,306161.3006,2763645.796
CE111420,10110231208,3,101,305847.0958,2763646.794
CE107645,10101292153,2,101,305851.5958,2763646.794
CE108078,10106021234,3,101,306050.5989,2763647.795
CE108116,10107031041,3,101,306189.4012,2763665.797
CE109386,10103071835,2,101,305938.12,2763675.192
CE103599,10101051700,2,101,305935.4973,2763677.795
CE109373,10102101045,3,101,305941.6974,2763677.795
CE105691,10104101915,2,101,306198.1014,2763679.797
CE107903,10105171440,3,101,306204.8015,2763679.797
CE113904,10108061903,2,101,305936.3974,2763682.795
CE107860,10110061940,2,101,305941.6975,2763684.795
CE108089,10107030933,1,101,306049.4992,2763690.796
CE111416,10110220957,2,101,306023.5988,2763696.796
CE108053,10105181737,3,101,306023.3989,2763699.796
CE114286,10108231440,2,101,306070.8996,2763699.796
CE111422,10110270045,2,101,306023.0989,2763702.796
CE111546,10112201628,2,101,306143.0008,2763720.797
CE111823,10112071458,2,101,306148.301,2763724.797
CE114268,10108310710,3,101,306257.5026,2763725.798
CE105396,10106160030,3,101,306101.8003,2763731.797
CE107533,10104281429,3,101,306172.0014,2763733.798
CE111596,10111240628,2,101,306172.2014,2763733.798
CE103394,10103191810,2,101,306167.444,2763735.404
CE105581,10102121200,3,101,306192.4017,2763735.798
CE107887,10106080750,2,101,306195.0018,2763739.798
CE105522,10102220840,2,101,306199.1018,2763740.798
CE109462,10102051230,2,101,306173.8015,2763741.798
CE103862,10112041607,2,101,306171.8014,2763743.798
CE109538,10103031930,2,101,306155.1075,2763761.798
CE108138,10106141430,3,101,306735.0104,2763779.802
CE108347,10107061802,3,101,306638.6089,2763781.801
CE113963,10110230955,3,101,306287.3035,2763787.799
CE114111,10110071035,2,101,306342.0044,2763787.799
CE114228,10108261330,3,101,306342.9044,2763789.8
CE114060,10109281905,3,101,306360.6047,2763789.8
CE105211,10101131334,2,101,306284.8035,2763790.799
CE114227,10108261054,2,101,306296.5037,2763792.799
CE108126,10107231000,2,101,306611.9086,2763793.801
CE108388,10107170820,2,101,306304.8038,2763794.799
CE105440,10104232220,2,101,306397.0053,2763797.8
CE109469,10102122128,2,101,306424.6057,2763802.8
CE109468,10102121840,2,101,306431.1059,2763808.8
CE105453,10105162045,2,101,306833.5121,2763809.803
CE109585,10103231059,2,101,306451.7062,2763812.301
CE105615,10103081237,3,101,306391.1116,2763822.8
CE114202,10109262121,2,101,305909.1979,2763830.797
CE107996,10105310730,3,101,305927.0982,2763835.798
CE114133,10109171705,3,101,306463.0066,2763843.801
CE108055,10105191244,2,101,306530.0076,2763843.802
CE105321,10102081016,2,101,306489.207,2763848.801
CE108184,10108291200,2,101,306587.5086,2763850.802
CE114245,10109241655,3,101,306603.5088,2763850.802
CE114154,10110171437,2,101,306572.5083,2763851.802
CE109378,10102141755,2,101,306530.1077,2763854.802
CE109573,10103051930,3,101,306753.055,2763867.803
CE105332,10103041110,2,101,306441.4565,2763875.801
CE107883,10106011847,3,101,306333.2048,2763877.801
CE107969,10109021449,3,101,306711.9107,2763877.803
CE114393,10111141630,3,101,306707.3106,2763879.803
CE103870,10112191639,2,101,306725.2109,2763879.803
CE109453,10101182140,2,101,305967.7992,2763883.799
CE105280,10101011430,3,101,305966.1992,2763884.799
CE108324,10108121250,3,101,306229.6033,2763884.8
CE111521,10111091615,2,101,306751.0113,2763884.804
CE105506,10103041100,3,101,306226.7345,2763885.3
CE113895,10107121400,2,101,306335.7049,2763886.801
CE107950,10109221141,2,101,306228.9033,2763888.8
CE109309,10101090908,3,101,307317.9201,2763888.807
CE114126,10111040945,2,101,306439.6066,2763896.802
CE109544,10103222100,2,101,306511.933,2763901.848
CE105587,10102200747,3,101,306973.4149,2763905.805
CE109475,10102201630,3,101,306711.1109,2763907.804
CE114256,10108150800,2,101,306510.2078,2763908.802
CE107649,10102071400,2,101,306511.0078,2763908.802
CE113965,10110241550,2,101,306792.1121,2763908.804
CE113323,10112281053,2,101,306520.9079,2763909.803
CE105586,10102170825,2,101,306791.3121,2763909.804
CE103324,10106181705,2,101,306509.5078,2763911.802
CE103405,10104171518,2,101,306781.612,2763911.804
CE114098,10110311800,2,101,306793.8122,2763913.804
CE109323,10101310835,2,101,307102.017,2763913.806
CE111468,10110241330,2,101,306965.6148,2763914.806
CE105655,10104191205,2,101,306791.7122,2763915.804
CE107900,10105131615,3,101,306415.3063,2763916.802
CE114146,10110031450,2,101,306761.7117,2763916.804
CE109553,10103311210,2,101,306782.8072,2763918.725
CE108244,10108010220,2,101,306784.8121,2763918.804
CE114084,10110041731,3,101,307299.9201,2763919.808
CE108801,10104270745,2,101,306621.8096,2763922.803
CE108345,10107022056,3,101,306604.5094,2763935.803
CE109477,10102241905,2,101,305923.6989,2763941.799
CE103372,10103311400,3,101,306772.587,2763942.305
CE107545,10105261800,3,101,305925.5989,2763944.799
CE111831,10112221740,3,101,305924.8989,2763947.799
CE114327,10109241910,2,101,305925.999,2763947.799
CE114354,10110121617,2,101,307092.517,2763947.807
CE107851,10108290630,3,101,305927.499,2763948.799
CE103893,10112132000,2,101,306998.7156,2763950.806
CE105358,10105160943,2,101,306960.815,2763951.806
CE113987,10110281340,3,101,306980.1153,2763951.806
CE108186,10109041745,3,101,307090.817,2763953.807
CE114336,10110160855,3,101,307272.5199,2763953.808
CE111943,10112240724,3,101,307443.8225,2763953.809
CE103382,10104241130,2,101,307092.9171,2763954.807
CE103507,10101072345,2,101,307243.5194,2763954.808
CE105619,10103252330,2,101,307243.4723,2763955.329
CE109328,10102111624,2,101,306956.215,2763955.806
CE111436,10110151000,2,101,306916.0144,2763956.806
CE114246,10109250824,2,101,307244.3194,2763956.808
CE113927,10109290751,2,101,307244.9195,2763957.808
CE108287,10107070650,2,101,306957.415,2763958.806
CE114276,10109111320,3,101,307036.4162,2763960.807
CE105679,10103220750,2,101,307146.7492,2763965.057
CE105516,10103141440,2,101,306968.4028,2763971.306
CE114184,10110271135,2,101,307018.3161,2763975.807
CE105606,10103220847,2,101,307059.0407,2763980.96
CE108181,10108280730,3,101,307054.6167,2763981.807
CE105303,10101251455,2,101,306575.7093,2763982.804
CE111441,10110211852,2,101,306612.4098,2763985.804
CE108737,10112150751,2,101,307025.5162,2763985.807
CE107986,10105150717,2,101,307107.0175,2763988.808
CE107897,10105021750,2,101,307019.2162,2763989.807
CE114222,10108101800,2,101,307140.6182,2764005.808
CE105579,10104250900,2,101,307366.5217,2764009.81
CE107544,10105261635,3,101,307174.8187,2764013.808
CE113943,10110301450,2,101,307292.6206,2764014.809
CE114267,10108301315,2,101,307295.5206,2764016.809
CE107490,10111271300,2,101,306390.2066,2764017.803
CE109563,10104281420,2,101,307192.0191,2764023.809
CE108386,10107031330,2,101,307296.8207,2764023.809
CE109481,10102100810,2,101,307208.1193,2764025.809
CE111609,10112171250,3,101,308573.2405,2764026.818
CE103339,10106030208,2,101,305935.2996,2764029.801
CE109529,10102121250,2,101,305936.5997,2764032.801
CE103417,10104180745,2,101,305932.7997,2764037.801
CE108810,10106271430,2,101,306807.0132,2764039.806
CE107876,10105201950,2,101,307236.7199,2764040.809
CE113977,10111220833,2,101,307209.3195,2764041.809
CE111412,10110211520,2,101,307219.6196,2764043.809
CE109349,10101101550,2,101,307190.7192,2764044.809
CE107933,10108311750,3,101,307218.5196,2764045.809
CE103596,10101011100,2,101,306167.8034,2764047.802
CE103540,10101201912,3,101,308515.9398,2764050.818
CE105514,10103130830,3,101,306467.208,2764051.054
CE107818,10110112200,2,101,306166.6034,2764052.802
CE105565,10103281220,3,101,306760.8376,2764056.806
CE109354,10102011400,2,101,307227.2199,2764062.81
CE114278,10109141504,3,101,307544.5248,2764068.812
CE108262,10107072236,3,101,306550.5095,2764073.805
CE114119,10110210955,2,101,307437.7232,2764075.811
CE114045,10108251206,2,101,306477.9084,2764078.805
CE105307,10101302125,2,101,306289.8055,2764080.804
CE114170,10110032015,2,101,307059.4174,2764085.809
CE113960,10110181740,2,101,306556.3097,2764090.806
CE107560,10106251617,2,101,306551.8096,2764095.806
CE108226,10106231750,2,101,307329.5217,2764097.811
CE114156,10110180711,2,101,306911.2152,2764103.808
CE109551,10103301623,3,101,307419.5669,2764108.311
CE109496,10103241010,2,101,307148.7995,2764108.471
CE109522,10102071732,2,101,306408.0075,2764109.805
CE107758,10101041025,2,101,307148.019,2764113.81
CE103347,10106130915,2,101,306823.714,2764121.808
CE103445,10105211529,3,101,306823.814,2764122.808
CE108015,10106050725,3,101,307305.6215,2764124.811
CE109364,10101201208,3,101,307418.4232,2764124.812
CE108223,10106191420,2,101,306270.5055,2764126.804
CE109571,10102281308,3,101,307626.9265,2764126.813
CE105508,10103041400,2,101,307404.0043,2764127.062
CE109443,10102121320,2,101,306276.6056,2764127.804
CE113933,10110150857,2,101,307408.8231,2764127.812
CE109446,10102182210,2,101,307428.7234,2764127.812
CE111486,10112071617,2,101,307618.5264,2764128.813
CE103650,10101091610,2,101,307621.1264,2764128.813
CE108103,10106081039,3,101,306786.4135,2764129.808
CE108278,10109141455,3,101,307483.7243,2764133.812
CE105347,10104231950,3,101,306835.1143,2764137.808
CE109587,10103271435,2,101,306458.1147,2764139.556
CE114076,10109260751,3,101,306544.0098,2764139.806
CE113856,10109260940,2,101,307634.6267,2764140.813
CE105637,10104270359,2,101,306916.9156,2764141.809
CE105549,10103302000,2,101,307631.4141,2764142.813
CE111578,10112081840,3,101,306468.6087,2764144.806
CE111574,10111301830,3,101,306705.2124,2764152.807
CE105613,10103071315,2,101,307639.5081,2764157.564
CE113888,10108191545,3,101,306701.4123,2764158.808
CE114000,10111112145,3,101,306096.603,2764160.804
CE111553,10110241920,3,101,306665.4118,2764160.807
CE111432,10110081930,2,101,307639.9269,2764164.814
CE113423,10112162050,3,101,306582.7106,2764165.807
CE114063,10110070915,2,101,306632.0113,2764169.807
CE108394,10107212310,3,101,305214.0894,2764170.798
CE108365,10107291846,3,101,306627.1113,2764170.807
CE103435,10105051628,3,101,306710.8126,2764170.808
CE103441,10105151616,2,101,306639.9115,2764174.807
CE101553,10108201030,2,101,306698.6124,2764174.808
CE103463,10101261451,2,101,306704.9125,2764174.808
CE107905,10105171730,2,101,308547.8411,2764174.82
CE114320,10109081915,2,101,306699.5124,2764176.808
CE113891,10107050422,3,101,307548.1256,2764176.813
CE111543,10112190940,2,101,306701.4125,2764177.808
CE105343,10104171230,2,101,307011.1173,2764177.81
CE113262,10112091208,2,101,306705.7125,2764178.808
CE105538,10103150815,3,101,307283.2215,2764178.812
CE108125,10107221725,2,101,306531.5099,2764179.807
CE108148,10107101814,2,101,306701.9125,2764180.808
CE109326,10102011810,2,101,306700.0125,2764182.808
CE111483,10112061443,2,101,306709.5126,2764182.808
CE105214,10101181130,2,101,307006.4172,2764182.81
CE113981,10110191600,2,101,306217.605,2764184.805
CE105339,10104071705,3,101,307317.3221,2764185.812
CE105664,10105091235,2,101,307107.5188,2764186.811
CE114181,10110210231,3,101,308594.0418,2764186.82
CE114251,10108071910,2,101,307100.5188,2764192.811
CE114028,10111282332,2,101,306753.3134,2764195.808
CE105616,10103152030,3,101,306808.9331,2764204.309
CE108815,10106111020,2,101,305971.1013,2764204.804
CE107995,10105301500,2,101,307209.5205,2764205.812
CE103812,10112251830,3,101,306354.1073,2764206.806
CE105653,10104171330,2,101,305963.6012,2764207.804
CE108253,10106151727,2,101,306939.2164,2764207.81
CE108197,10106171230,2,101,305953.5011,2764209.803
CE114151,10110072019,3,101,306614.6113,2764209.808
CE114125,10111011423,2,101,307220.0207,2764209.812
CE107501,10101031200,3,101,307573.5262,2764209.814
CE108123,10107220844,2,101,307574.0262,2764209.814
CE105532,10103091235,2,101,307576.2262,2764210.564
CE105327,10102220810,2,101,307576.3262,2764210.814
CE109406,10102011200,2,101,306846.5149,2764211.809
CE108216,10107151434,3,101,306617.6114,2764212.808
CE107496,10112120727,2,101,306688.1125,2764212.808
CE114345,10109281432,3,101,307574.6262,2764212.814
CE103442,10105151950,3,101,307576.2263,2764212.814
CE111437,10110151746,2,101,306933.6163,2764213.81
CE108220,10107270948,2,101,306685.5125,2764215.808
CE114096,10110271220,2,101,306677.9124,2764216.808
CE113941,10110300705,2,101,306010.002,2764217.804
CE114071,10109120845,3,101,306706.0128,2764221.809
CE114399,10111192210,2,101,305957.7012,2764222.804
CE114262,10108230250,3,101,306195.2049,2764222.805
CE107889,10106091024,2,101,306191.3049,2764225.805
CE103366,10103160722,2,101,306194.3066,2764226.237
CE105296,10101150950,2,101,306187.9048,2764227.805
CE108092,10107071503,3,101,306675.7124,2764227.808
CE103522,10101031608,3,101,308547.4414,2764227.821
CE108337,10108051900,2,101,307135.5195,2764228.811
CE108164,10107281616,2,101,305286.4909,2764230.799
CE107869,10105101318,2,101,305192.1894,2764231.799
CE103376,10104101933,2,101,305283.4909,2764232.799
CE105218,10101311925,3,101,307138.2196,2764232.812
CE103369,10103171316,2,101,306010.5471,2764236.696
CE113870,10107180915,3,101,306056.3029,2764237.805
CE105244,10102091003,3,101,306648.1121,2764239.808
CE107856,10109050454,3,101,306097.2036,2764244.805
CE111556,10111021305,3,101,306768.814,2764245.809
CE113991,10111020855,2,101,306322.007,2764246.806
CE108292,10107160100,2,101,306771.014,2764246.809
CE105652,10104171046,3,101,306065.2031,2764247.805
CE107982,10105091825,3,101,306061.503,2764248.805
CE113808,10108041700,2,101,310209.5673,2764248.832
CE113321,10112270700,2,101,306770.914,2764249.809
CE103322,10106180735,3,101,308675.5435,2764250.822
CE108341,10106201931,3,101,310207.6673,2764250.832
CE113833,10109090755,2,101,306059.503,2764251.805
CE103389,10105011200,2,101,306806.5146,2764251.81
CE111525,10111161620,2,101,306064.5031,2764252.805
CE105668,10105151840,2,101,306066.8031,2764252.805
CE108368,10108080710,2,101,306745.4136,2764252.809
CE105349,10104252342,2,101,308668.5434,2764252.822
CE105376,10105101007,2,101,306057.603,2764253.805
CE109344,10101021842,2,101,307581.7266,2764253.815
CE111829,10112220735,3,101,308673.8435,2764255.822
CE103380,10104152053,3,101,306941.0167,2764257.811
CE113415,10112101350,3,101,307466.6249,2764262.814
CE105181,10101041650,3,101,306423.4087,2764263.807
CE114296,10109070750,2,101,305161.6892,2764265.799
CE109504,10103292255,2,101,307583.9142,2764267.815
CE114008,10111240135,2,101,307025.6181,2764275.811
CE114131,10109170804,3,101,308776.1453,2764278.823
CE105471,10103100910,2,101,308773.6242,2764278.955
CE103310,10105271415,3,101,306137.5044,2764280.806
CE114099,10111032130,3,101,308771.9452,2764282.823
CE107587,10104021140,2,101,306660.6125,2764283.809
CE105234,10101191045,2,101,308767.4452,2764287.823
CE109312,10101140107,2,101,305497.6946,2764290.802
CE114185,10111021940,3,101,308563.4421,2764295.822
CE109314,10101162040,3,101,306690.1131,2764296.81
CE114127,10111041730,2,101,306686.813,2764297.81
CE105412,10105040707,2,101,305150.6893,2764300.8
CE114016,10110261259,2,101,307088.7193,2764303.812
CE111812,10112041230,3,101,306688.0131,2764304.81
CE107920,10106082020,2,101,306045.5031,2764305.806
CE109579,10103131445,2,101,307473.4017,2764306.71
CE107767,10109181010,2,101,307473.5253,2764306.815
CE107648,10102071230,2,101,307479.1254,2764306.815
CE103404,10104031132,2,101,306684.2131,2764307.81
CE105523,10102270640,3,101,306120.8044,2764312.806
CE114398,10111192100,2,101,307607.0274,2764313.816
CE103471,10102211700,3,101,306128.4045,2764317.806
CE114205,10110040725,3,101,307311.3229,2764323.814
CE109350,10101111210,3,101,307313.9229,2764324.814
CE111476,10111081335,2,101,305891.2009,2764325.805
CE108776,10112021849,3,101,307476.0254,2764326.815
CE107987,10105151539,2,101,307630.5279,2764334.816
CE107840,10108140645,2,101,307626.7278,2764335.816
CE108043,10105020750,2,101,307601.1275,2764342.816
CE108127,10107231500,3,101,305120.0891,2764343.8
CE105379,10105111759,2,101,308527.7418,2764343.822
CE109572,10102281413,3,101,308521.8418,2764346.822
CE114059,10109271809,2,101,305140.4894,2764348.8
CE107637,10101141430,3,101,308642.0436,2764348.823
CE105580,10104251530,2,101,305144.2895,2764350.8
CE105369,10106140927,3,101,306156.3052,2764351.807
CE107807,10108061620,3,101,306681.4133,2764352.81
CE103900,10112210945,2,101,305881.0009,2764357.805
CE108136,10106100028,3,101,309008.3494,2764358.826
CE107495,10112072131,2,101,306325.1078,2764359.808
CE113847,10109250720,2,101,306382.0087,2764360.809
CE109359,10102090742,3,101,306481.6103,2764361.809
CE111531,10111191730,2,101,306148.2051,2764365.807
CE103858,10112031508,2,101,306630.9126,2764367.81
CE109449,10102271010,3,101,306149.7052,2764368.807
CE107571,10103031320,2,101,306452.4911,2764369.059
CE103865,10112112257,2,101,306155.5053,2764370.807
CE111792,10111071132,2,101,305214.3907,2764371.801
CE108201,10107010720,2,101,305990.6027,2764371.806
CE114206,10110040820,3,101,306658.9131,2764372.811
CE108733,10112071842,2,101,307456.4255,2764378.816
CE113451,10112062215,3,101,305871.0009,2764381.806
CE114279,10109141530,2,101,305872.101,2764381.806
CE108152,10107191005,2,101,306035.5035,2764385.807
CE107476,10111110820,3,101,305339.0927,2764388.802
CE105571,10104120850,2,101,306035.0035,2764389.807
CE108135,10106061418,2,101,307359.424,2764389.815
CE108128,10107241310,2,101,306034.7035,2764392.807
CE108252,10106150833,2,101,307604.9279,2764396.817
CE105609,10103230833,3,101,309485.4445,2764397.079
CE111599,10112031244,2,101,306586.9121,2764397.811
CE103841,10111021800,3,101,306541.1115,2764402.81
CE105469,10103032135,2,101,307607.5801,2764405.124
CE108293,10107181314,3,101,305442.7945,2764408.803
CE107916,10106011330,2,101,307616.0282,2764410.817
CE108267,10107221851,2,101,305173.2903,2764412.802
CE114083,10110032142,2,101,305181.2905,2764413.802
CE105545,10103281920,2,101,306623.6078,2764414.662
CE105501,10102181352,2,101,304997.0876,2764414.8
CE113984,10110201300,2,101,307620.0282,2764414.818
CE105531,10103081515,2,101,304996.6876,2764415.8
CE105684,10103301115,2,101,304996.6876,2764415.8
CE105588,10102201400,2,101,305187.7906,2764415.802
CE109431,10101220700,3,101,304994.8876,2764416.8
CE103431,10104290010,2,101,304999.9877,2764416.8
CE113240,10112281735,2,101,308963.5491,2764416.826
CE103398,10104011545,2,101,305113.4894,2764418.801
CE103308,10105211108,2,101,304997.8877,2764419.801
CE108335,10108031850,2,101,304996.6877,2764420.801
CE103852,10111181710,2,101,305122.0896,2764420.801
CE109519,10102020133,2,101,305190.5907,2764420.802
CE109410,10102141815,3,101,305191.0907,2764422.802
CE114248,10109251208,2,101,307571.9276,2764422.817
CE105455,10105240828,2,101,305122.3896,2764423.801
CE108357,10107170501,2,101,305220.4912,2764425.802
CE105641,10103101200,3,101,306685.0576,2764426.812
CE111583,10110281220,2,101,307377.5246,2764426.816
CE111434,10110131800,2,101,306691.214,2764428.812
CE103336,10105150930,2,101,306983.1185,2764429.814
CE108140,10106152036,2,101,307356.1243,2764429.816
CE107556,10106111010,3,101,307417.4252,2764431.816
CE111527,10111190730,2,101,307318.5237,2764433.816
CE105515,10103132210,3,101,308444.7724,2764435.323
CE103303,10105101512,3,101,307579.9278,2764435.818
CE113417,10112110635,2,101,306989.1186,2764439.814
CE114097,10110281340,3,101,306756.3151,2764442.812
CE107904,10105171530,2,101,307493.2265,2764444.817
CE109395,10101111017,2,101,305057.9888,2764447.801
CE105503,10102271205,2,101,305823.8006,2764447.806
CE107915,10106011145,2,101,307448.5258,2764447.817
CE111428,10111020920,2,101,305059.4888,2764448.801
CE109456,10101232250,3,101,305057.1888,2764449.801
CE105186,10101101230,2,101,305161.6904,2764450.802
CE108392,10107181130,3,101,305147.2902,2764451.802
CE103446,10105211721,2,101,305143.7901,2764453.802
CE105623,10104011135,2,101,307333.0241,2764454.816
CE111425,10110292030,2,101,305151.5903,2764455.802
CE114359,10110172250,3,101,307339.1242,2764456.816
CE105335,10103052030,2,101,307113.4856,2764459.086
CE114308,10109221735,2,101,307112.8207,2764459.815
CE113294,10112171846,2,101,307150.5213,2764459.815
CE108312,10106271030,3,101,307688.8296,2764460.819
CE108105,10106091400,2,101,307147.3212,2764463.815
CE105594,10103060729,3,101,307111.0157,2764464.802
CE103312,10106031335,2,101,305457.9951,2764464.804
CE111832,10112241110,2,101,308413.8409,2764466.824
CE103379,10104141751,2,101,305306.0928,2764467.803
CE107979,10109121659,2,101,305454.5951,2764467.804
CE114079,10109261629,2,101,307564.7277,2764467.818
CE108036,10107070805,2,101,305798.7004,2764469.806
CE113814,10108151725,2,101,307027.0194,2764469.815
CE107983,10105140825,2,101,305456.2951,2764470.804
CE108024,10106210910,2,101,307027.3194,2764472.815
CE113802,10107131830,2,101,305123.49,2764475.802
CE103436,10105061603,2,101,305046.1888,2764476.802
CE113874,10107191223,2,101,305037.0887,2764478.802
CE114355,10110130950,2,101,305527.7963,2764479.805
CE107519,10103251100,2,101,305522.1962,2764480.305
CE109533,10102182150,2,101,305036.8887,2764481.802
CE105635,10104201051,3,101,305829.4009,2764481.807
CE105362,10105261128,3,101,305817.0008,2764482.807
CE108035,10107061703,2,101,305049.8889,2764483.802
CE109510,10104101418,2,101,307014.0193,2764487.815
CE114032,10112030914,2,101,305571.197,2764491.805
CE114269,10108311430,2,101,305570.197,2764493.805
CE111585,10111011622,2,101,305588.3973,2764494.806
CE111452,10111202215,2,101,305508.3961,2764497.805
CE108767,10111170520,1,101,305611.0977,2764498.806
CE105648,10103310620,2,101,305509.3573,2764499.157
CE113298,10112292106,2,101,308343.84,2764501.824
CE108254,10106161125,2,101,305386.3942,2764502.804
CE107477,10111111657,3,101,307641.6292,2764502.819
CE103600,10101060658,3,101,305782.5004,2764503.807
CE105608,10103231045,3,101,307719.3554,2764503.82
CE109421,10101170850,3,101,305783.1004,2764504.807
CE107868,10105100840,2,101,307571.3281,2764505.819
CE113291,10112140820,3,101,308202.3379,2764505.823
CE108122,10107171710,2,101,308309.7395,2764505.823
CE113882,10108072010,2,101,308311.9396,2764505.823
CE113844,10109210748,3,101,307629.129,2764506.819
CE114397,10111191900,2,101,306753.2154,2764507.813
CE108130,10108060915,3,101,308201.7379,2764509.823
CE109385,10103060709,2,101,307311.2241,2764510.567
CE113865,10107031820,3,101,307310.7241,2764510.817
CE105444,10105051735,3,101,305780.2004,2764511.807
CE108303,10107301510,2,101,307594.5285,2764511.819
CE108178,10108172235,3,101,305779.4004,2764512.807
CE107929,10108220658,2,101,308202.9379,2764512.823
CE111548,10112211205,2,101,306752.0154,2764513.813
CE108813,10107270910,2,101,308202.5379,2764513.823
CE113411,10111291325,3,101,308281.0391,2764513.823
CE113982,10110191800,3,101,305693.7991,2764515.807
CE105382,10105160134,2,101,305556.3969,2764516.806
CE103416,10104160655,2,101,305679.9989,2764516.806
CE113871,10107181520,3,101,305712.3994,2764516.807
CE105622,10103311225,3,101,305555.4157,2764517.056
CB113215,10103192249,3,101,308256.9575,2764517.573
CE105644,10103241543,3,101,305722.4183,2764519.807
CE107913,10106010815,3,101,308247.2386,2764519.823
CE107538,10105180745,2,101,307523.7274,2764520.819
CE113351,10112181218,2,101,305593.0975,2764521.806
CE114214,10110082210,2,101,307426.2259,2764521.818
CE113848,10109261200,2,101,305724.7996,2764522.807
CE111439,10110181920,3,101,307506.8272,2764522.818
CE108185,10108291335,2,101,305614.6979,2764524.806
CE111457,10111271750,3,101,305597.0976,2764525.806
CE113448,10112031907,3,101,307551.7279,2764525.819
CE103327,10106201315,2,101,307493.927,2764526.818
CE108288,10107071326,3,101,308246.8387,2764527.823
CE109545,10103290720,2,101,307400.7149,2764528.803
CE107647,10102060755,3,101,305375.5942,2764528.805
CE108014,10106021155,3,101,305598.2977,2764529.806
CE111482,10111230839,2,101,305614.8979,2764530.806
CE109568,10105081950,2,101,308185.5378,2764530.823
CE103532,10101131422,3,101,305233.692,2764531.804
CE114017,10110310508,2,101,307497.0271,2764531.819
CE114014,10110250912,2,101,308116.9367,2764532.823
CE108203,10107052231,3,101,308188.0378,2764532.823
CE103311,10106030745,3,101,308201.438,2764532.823
CE113837,10109100920,3,101,305197.2915,2764533.804
CE105633,10104191810,2,101,305811.701,2764533.808
CE107898,10105121224,2,101,307606.0288,2764534.819
CE108040,10107102300,2,101,308112.0367,2764534.823
CE114015,10110251518,2,101,308200.038,2764534.823
CE103866,10112180945,3,101,307395.9256,2764535.818
CE103317,10106051115,2,101,307557.6281,2764535.819
CE105589,10102201814,2,101,307586.2285,2764536.819
CE103316,10106041136,2,101,308043.9356,2764536.822
CE103854,10111191016,3,101,305680.499,2764537.807
CE114196,10109191245,3,101,305677.799,2764538.807
CE109591,10104062011,2,101,305758.7002,2764538.807
CE105555,10103131236,2,101,307605.1784,2764538.809
CE114145,10110030730,2,101,306452.311,2764538.812
CE103458,10101122305,2,101,307608.0289,2764538.819
CE111804,10111271217,2,101,307610.3289,2764538.819
CE111833,10112291210,3,101,305685.0991,2764539.807
CE103883,10111221130,2,101,305761.4003,2764539.807
CE113996,10111041345,3,101,306294.3085,2764539.811
CE105441,10105011845,3,101,307601.9288,2764539.819
CE105650,10104031157,2,101,307606.5289,2764539.819
CE105340,10104091137,2,101,307606.8289,2764539.819
CE113458,10112241850,2,101,307615.029,2764539.819
CE111545,10112191655,3,101,308052.4358,2764539.822
CE107555,10106101500,3,101,308116.4368,2764539.823
CE114141,10110020730,2,101,308117.8368,2764539.823
CE105560,10103061955,2,101,306560.5564,2764540.063
CE108025,10106211826,3,101,305678.199,2764540.807
CE105427,10105211030,2,101,305693.6992,2764540.807
CE108153,10107191500,2,101,305757.5002,2764540.807
CE107839,10108101645,2,101,305758.7002,2764540.807
CE114026,10111240828,2,101,305759.0002,2764540.807
