CASE_NO,IEOK_01,ACCD_TP,Year,x_coord,y_coord
CE106644,10002261720,2,100,306305.9375,2764832
CG121122,10002041645,3,100,306906.5337,2773294.488
CI121997,10012051003,2,100,305827.7,2768685
CG115637,10009261850,2,100,307187.3,2773390
CD114413,10006291720,2,100,299301.8171,2781147.471
CF105945,10010011420,3,100,304518.6,2766333
CI115216,10003220800,2,100,305366.1563,2768720.25
CI116136,10001302006,3,100,308077.4455,2770315.151
CH105069,10005010100,3,100,311253,2771900.75
CI121549,10010041247,2,100,306419.1,2769091
C7125613,10006082315,2,100,302203.5086,2773411.623
CE107340,10006280847,3,100,305952.2386,2764120.52
CB111683,10001240843,3,100,304484.75,2772327.5
CB111262,10002121543,3,100,304942.0938,2771492.75
C8125459,10009111520,3,100,304469.8,2770978
CE108682,10009021005,3,100,306023.8,2771312
CA109686,10004210745,2,100,302307.5625,2768199
C9112955,10004270930,3,100,301132.9918,2771267.01
CH110728,10003091700,2,100,307933.3011,2771808.248
C7125765,10006100845,2,100,304604,2775770
C5114072,10002040527,2,100,300699.38,2771410.733
CI122310,10012311239,2,100,306027.5,2771311
C7122388,10002020118,2,100,304255.4559,2771024.866
C6119509,10008221557,2,100,299815.8,2769438
C8125767,10010122205,2,100,304034,2770300
CC121455,10006121751,3,100,302179.5486,2775401.839
C8117454,10003070748,2,100,304525.9648,2771012.493
CF105254,10003021625,3,100,305668.4433,2767001.443
CD112821,10011181910,3,100,300454.8,2778563
CG125952,10010301345,2,100,307638,2773472
C8124891,10008152226,2,100,304038.7,2770709
C8123542,10007051230,3,100,304618.4,2768469
CG126962,10011231825,3,100,308468.1,2772555
C5106863,10004271855,3,100,301400.8709,2771981.315
C8117494,10003231320,2,100,303249.5965,2769875.659
C7134015,10012011839,3,100,302723.5,2772388
C8123864,10007112230,2,100,306029.7,2771318
C8128661,10012311120,2,100,306023.9,2771316
CC123075,10009061340,3,100,301586.6,2775714
CG122591,10004171825,2,100,307491.6968,2773972.129
CH105333,10004171815,2,100,311396.3438,2772130
CA107643,10001050445,2,100,301296.0785,2768919.793
C8121901,10004060920,2,100,305043.7376,2764314.796
CC121079,10005261920,2,100,301854.1142,2777703.428
C7128579,10009041024,3,100,301915.4,2773665
CI110143,10001271840,2,100,305545.2885,2769219.041
CC118730,10002101040,2,100,302364.0369,2778313.492
CI125027,10012241530,3,100,306883.4,2770426
CI120828,10008142107,2,100,307696.3,2771066
C9112069,10008222030,2,100,306025.9,2771313
CH106041,10010072030,2,100,308530.8,2770656
C9114680,10010312250,3,100,301363.3,2771127
C8123602,10009141158,3,100,304143.3,2770333
C6119763,10008231424,3,100,299637.4,2768673
CB116363,10007251405,2,100,305957.7,2771494
CB112457,10005122221,2,100,305045.2813,2771447.75
CG120795,10002231835,2,100,309194.7134,2775499.97
C9114176,10010031815,2,100,306024.8,2771316
C9113796,10005231430,2,100,301630.1563,2771265.5
C7124715,10004152330,2,100,302810.4532,2772664.583
C5113659,10007220900,2,100,301301.8,2774046
CE109868,10002262220,3,100,306283.2511,2764152.89
C8126437,10010251833,2,100,304759.2,2769116
C8121753,10005031535,2,100,302507.0131,2769030.005
C6114144,10006301540,2,100,300045.9982,2770247.688
CB115548,10006051215,2,100,305120.3357,2772953.488
C7128222,10008101330,3,100,306026.6,2771313
CC120405,10003121910,2,100,303265.0625,2778271.25
C5120223,10012091305,2,100,301646.2,2774410
CG120514,10002210901,3,100,309213.3949,2775504.397
C7123710,10003041529,2,100,304248.3628,2771023.087
C5114372,10001051035,2,100,300779.9,2773066
CC124696,10010261418,2,100,302288,2776245
CC122189,10008271130,3,100,302549.8,2778529
C8115255,10001140900,2,100,301161.0938,2769046
CC122230,10009041553,3,100,302529.3,2777637
CC125541,10011022215,2,100,306023.7,2771317
CB115155,10006082004,2,100,304752.2188,2771197
C6113076,10004230050,2,100,300050.7152,2769772.023
CD106568,10008101450,2,100,306027.3,2771318
CE103786,10010081530,2,100,307172.4,2765903
C9113531,10005161000,3,100,302470.5202,2770275.253
C6112190,10001112030,3,100,298761.6521,2769618.096
C8126990,10011191250,3,100,302987.8,2768969
CF104577,10001092125,2,100,303739.4242,2765531.313
C9110811,10012261720,3,100,300834.9,2771369
CB115240,10008201205,3,100,304416.5,2772729
CG122796,10005121352,2,100,310297.1563,2773217.5
C6114179,10005270645,2,100,299121.3125,2769979.75
CH108746,10006041150,2,100,310221.2813,2772505
CA107589,10003112210,3,100,301143.6179,2769725.553
CA109870,10004270830,3,100,301270.875,2769052.75
CG125916,10009250501,2,100,308121.5,2773752
CC123313,10007240050,2,100,302281.2,2777200
C7134509,10012071543,2,100,303705.8,2773485
CG120708,10003102135,3,100,307519.1875,2772870.5
CB113571,10002061922,3,100,306377.2813,2771526.75
CB119214,10010311810,3,100,304649.8,2772926
CD115017,10004211240,2,100,299673.2161,2780045.464
CG123341,10006011302,2,100,307145.6054,2773583.111
CA108013,10009060855,3,100,301892.5,2768843
CC120179,10004241823,2,100,307502,2779364
C8124660,10009061404,2,100,304943.2,2769228
C5114196,10001311045,2,100,301151.7957,2771990.686
CI122105,10012290844,2,100,306027.8,2771318
C7123638,10003120812,2,100,304281.0791,2772405.952
C7124506,10005211630,2,100,302948.8125,2774766.25
C7124616,10003201405,2,100,303737.2027,2774863.513
CG127042,10011200702,3,100,311317.3,2773893
C8126354,10010171715,2,100,304943.2,2768786
CG124465,10007071810,3,100,305841.7,2775227
CG127503,10012062030,2,100,306026.8,2771313
C5119824,10008272150,2,100,300707.9,2773686
CI113216,10002082149,2,100,306651.2813,2769116.75
C8125615,10011100831,2,100,304024,2769397
C8119086,10002191235,3,100,304053.625,2769859.5
C8116523,10002282025,2,100,302984.1114,2768592.772
CA108762,10007241535,3,100,300410.6,2770038
CF105362,10005112053,2,100,303656.8333,2765018.044
CI121699,10010081629,3,100,307086,2770416
CI117293,10006292000,2,100,306524.2806,2769470.883
C8126125,10011071020,2,100,304096.7,2770414
C8125106,10008272323,2,100,305289.8,2769138
C5115397,10004060025,2,100,300270.4986,2771485.676
CE107371,10007301318,2,100,305586.8,2763436
CF105749,10010060621,2,100,303800.1,2765533
C8124896,10008192208,3,100,303680.3,2767364
CI119453,10005192018,2,100,306914.6563,2771227.75
C8117656,10001020850,2,100,303466.0403,2769793.248
CC120741,10009252055,3,100,304156.5,2781311
CD114887,10006270955,2,100,299634.6846,2780219.412
CF106204,10012020811,2,100,305784.6,2765452
CG121845,10005172208,2,100,311890.2679,2776571.574
CH108771,10005162215,2,100,310327.0625,2772559.5
C7126828,10007031830,2,100,304053.9,2771359
C8118338,10001150900,3,100,304366.9886,2768225.003
CD113606,10007211500,3,100,300293.4,2779028
C9113215,10006010430,2,100,301048.0154,2771081.999
CE107220,10007022307,2,100,306775.6,2764742
C8123387,10007111936,3,100,306027,2771314
C5113686,10007081400,2,100,300742.5,2772914
CF104897,10001071510,3,100,303854.9615,2765308.141
CD110293,10002011908,2,100,300705.3125,2779395.75
CD114557,10005181017,2,100,299648.9063,2781793
CE109232,10008171505,3,100,306135.3,2764845
CI124877,10012112000,3,100,305482.8,2769186
CD112727,10012160900,3,100,300323.8,2778839
C5118162,10010061330,2,100,300527.2,2773427
CD115767,10009291030,3,100,302520.9,2780465
C8122147,10004260950,2,100,303483.625,2769908.5
C7124330,10005170015,2,100,301877.8438,2771943.25
CC125094,10012150822,2,100,302378,2776762
C8125166,10009091445,3,100,304837.3,2768900
C8127948,10012101600,3,100,306029.4,2771316
C5114250,10002132210,2,100,300705.6549,2772388.246
CG128742,10012221655,2,100,310893.5,2773623
CF106229,10011191428,2,100,304231.9,2766092
C8116536,10003112315,3,100,304543.9851,2768433.006
CD113741,10007062032,2,100,301137.9,2778890
C9113761,10006181015,3,100,302713.6649,2771205.828
CE107339,10006280800,2,100,305092.1875,2764760
CG122628,10005091650,3,100,306915,2771890
C6117905,10012281730,3,100,299923.2,2769107
CG121005,10004181130,3,100,309751.375,2775901
C8116382,10002121212,3,100,304001.8125,2769498.75
C7124839,10004061440,3,100,303139.8001,2773159.311
C7122758,10001231630,2,100,302399.6381,2773024
CI118840,10006261005,2,100,307229.2029,2770630.324
C5116061,10005310100,2,100,301425.9063,2772163.25
CE107616,10012101012,3,100,305661.1,2764240
CF106288,10011232320,3,100,306027.7,2771317
CD115877,10008191529,2,100,299525,2779465
C7134227,10012142250,2,100,304073.1,2772981
C8126178,10010092010,2,100,303539.8,2768918
C8122549,10006201645,2,100,302566.2367,2769764.189
CC124972,10010181005,3,100,303119.1,2778400
CB117710,10010171350,2,100,304147.1,2772128
C8128299,10012241650,3,100,303575.4,2770653
CG128570,10012311025,2,100,306024.9,2771318
C8117465,10007031710,2,100,302038,2769071
CG122683,10005122130,2,100,308339.9157,2774836.714
C7134148,10012212127,3,100,301859.5,2773276
CI124718,10012181850,3,100,306027.1,2771317
CA108554,10006282230,2,100,302177.9688,2767935
C8120499,10002151335,3,100,304628.5868,2770570.329
CC124263,10010081342,3,100,302540.4,2779262
C9114308,10011180827,2,100,301132.4,2771177
CD112836,10012061056,3,100,301188.2,2779256
CG121659,10003291015,2,100,307522.7328,2772412.997
C9112946,10004170942,2,100,300995.875,2770020.75
CG122781,10005060818,3,100,307472.5857,2772050.762
CD109695,10003110825,2,100,300048.5625,2780638
C7121974,10001191600,2,100,303322.7171,2772497.171
CC124367,10012050630,2,100,301849,2777295
CC121747,10012211628,3,100,306026.3,2771316
C5120116,10009250915,2,100,300633.2,2771455
CD119174,10012241105,2,100,296153.6594,2779616.394
C7128575,10009031125,2,100,302429.8,2771351
CG121534,10005091554,3,100,308120.5,2773751
CG127501,10012021809,2,100,308124.6,2773755
C7134252,10012292121,2,100,306024.2,2771315
CG122809,10007212200,3,100,308440.7,2775826
CC121861,10012261632,2,100,302220.7,2776316
C7123780,10002240845,3,100,302179.1875,2773459.5
CB115896,10007191540,3,100,304160.4,2771240
CB112103,10001131820,2,100,305727.25,2772180.5
C5110916,10003260655,2,100,300803.6655,2772041.634
C9114326,10011052150,3,100,302496.5,2770371
CF105721,10010180858,2,100,306029.1,2771315
C5111937,10003242300,2,100,301108.1717,2773070.846
CI115230,10004191702,2,100,305826.2813,2769468.25
CH106063,10008300615,2,100,308831.8,2771696
C7133915,10011211200,3,100,303029.7,2772533
C7122387,10002012240,2,100,303422.8125,2773686.25
C7128556,10010051300,3,100,301996.3,2772651
CF105448,10006241055,2,100,304112.549,2766096.766
C6113728,10007171223,3,100,306030.5,2771318
CC121257,10006082021,2,100,302024.5625,2778035
C7129583,10009170830,3,100,303718.1,2771788
CC121210,10005051100,3,100,304141.8355,2776692.323
CB111801,10001171158,2,100,307051.2813,2771676.25
C7129242,10009201920,2,100,302378.3,2773656
CG122860,10006092245,2,100,309374.0948,2772905.294
C8123972,10007140830,3,100,304600.8,2770585
CB116436,10008272221,2,100,305751.3,2771800
C8127632,10011301015,2,100,303224.1,2771029
CC121564,10006281010,3,100,303125.125,2779153
CD114723,10006160710,3,100,301283.1492,2778614.021
C7123403,10002081015,2,100,302177.6875,2772366.5
CH104695,10008191840,2,100,309263,2771731
C5115210,10006141710,3,100,300572.0938,2772119.5
C8124412,10008311245,2,100,302291.1,2768587
C8125247,10009281805,2,100,302206.8,2768409
C7126634,10007301850,3,100,301734.6,2772069
C8124416,10009030935,3,100,303545.3,2769796
C8122045,10004301125,3,100,302579.1157,2769829.166
CF109497,10008260800,3,100,306027.8,2771314
CG126626,10012040100,2,100,311069.1,2773923
C7124310,10004301700,2,100,302154.8438,2773011.25
C8117963,10001141750,3,100,304080.6655,2770306.995
C7123540,10006022126,2,100,302373.3645,2772171.911
CH106307,10010271330,2,100,306030.6,2771315
CF104878,10002071630,2,100,303799.7381,2765924.655
CC124219,10009211115,2,100,306028.4,2771314
C5113726,10007121608,3,100,300557.8,2771977
CC121014,10005112042,3,100,300790.125,2775860.5
CF109344,10007141555,3,100,306027.2,2771318
CF106207,10012030945,2,100,303261.6,2766689
CG124421,10008062030,3,100,306029.3,2771314
CE107100,10006010750,2,100,306777.65,2764598.42
CC123423,10007241730,3,100,302911.6,2777315
C7122167,10001031500,2,100,302181.4555,2771856.195
C8119177,10004061540,3,100,304593.8438,2769296.5
CG126154,10011231515,3,100,309230.8,2774710
C8118082,10001151410,2,100,304034.3978,2770295.154
C5119755,10012221420,3,100,301017.8,2773200
C9113146,10003151600,2,100,302934.0878,2770536.982
C7124954,10004101830,2,100,302280.7941,2772048.986
C8123207,10006131645,2,100,304080.6655,2770306.995
C7134476,10012092240,3,100,301918.8,2773662
CC122131,10006131839,2,100,301284.6058,2776154.688
CG124402,10007251621,2,100,307491.9,2775208
CD110212,10003021500,2,100,299453.3744,2780228.534
CB117598,10010032108,2,100,306572.9,2772204
CC125989,10011260858,2,100,301524.7,2775916
C5114178,10003151530,2,100,300850.7866,2773898.145
CD115524,10005140526,3,100,301048.125,2778665.5
C7125253,10005251325,3,100,302006.9747,2771740.391
CC123255,10010090526,3,100,300246.7,2775750
C8123665,10007191940,3,100,302957.8,2769199
C8126041,10010090955,3,100,306027.6,2771313
CE106016,10001051045,2,100,305431.0938,2764824.5
CE108619,10010090855,2,100,306030.8,2771312
CC120160,10003121650,3,100,301814.7813,2776923.5
CG127885,10012131501,3,100,307237.7,2773667
CC125930,10012051810,3,100,306026.9,2771318
CD114841,10007031030,2,100,306030.8,2771316
C8126044,10010111610,2,100,305357.7,2770702
CG126968,10011281855,3,100,307636,2774290
CG123139,10005271901,3,100,306180.1898,2775119.052
CD113292,10006230440,2,100,302312.8342,2780419.599
CB114881,10004061835,3,100,304053.6182,2771434.119
C8126656,10010271555,3,100,306026.9,2771312
CG125348,10009101840,3,100,306439.5,2775654
CE108605,10009262037,2,100,308507.1,2763491
CI124359,10011282141,2,100,305829.1,2769034
CG042761,10008260840,3,100,308838.6,2773706
CH104214,10007061035,2,100,310601.7,2772169
CB115354,10008162027,3,100,304256.8,2771074
CA108833,10009011530,2,100,300278.3,2770072
CE103492,10012131825,2,100,306875.6,2765515
CC119408,10005251806,3,100,302019.9817,2779435.481
CA107773,10002111130,2,100,300340.0233,2769042.941
C7128700,10008280935,3,100,306026.3,2771312
C8123764,10006221136,3,100,304594,2770639.5
CG128413,10012292030,3,100,307911,2774658
CH106485,10011281820,2,100,311287.9,2771339
CD116220,10009281230,3,100,301763.7,2778483
C7123082,10002080453,2,100,302224.375,2773680.5
CH105034,10003210830,2,100,309196.0135,2772192.01
CC125988,10011261403,3,100,301864.1,2776311
C6114382,10004030011,2,100,299270.2888,2768944.118
CD113030,10012060845,2,100,300729.3,2778645
CE110001,10003080129,3,100,307285.7188,2766097
C5114172,10003091510,2,100,300703.2813,2771851
CB117285,10012112130,2,100,306029.3,2771318
CC118981,10003011750,3,100,302144.0625,2778246
CI117163,10006162040,2,100,305852.1371,2769503.311
C5111940,10004041400,3,100,301269.6103,2771472.428
CF107485,10012271553,2,100,305308.8,2766133
CH104321,10007030953,2,100,309122.3,2772182
C7130441,10012100543,2,100,302203.5,2773027
CD115893,10009132100,2,100,299471,2780534
CE109194,10008030203,2,100,306030.3,2771313
C8127606,10011241310,2,100,306028.1,2771313
CB112268,10001010050,2,100,306417.4688,2771526.25
CB112652,10007090950,2,100,304320.2,2771112
C8119419,10001011700,2,100,304942.3126,2768784.341
C7123306,10003110845,2,100,302108.3739,2773665.686
CG123180,10006130705,3,100,307432.3125,2775033
CB117016,10010011713,2,100,304965.1,2772321
CG125140,10008160815,3,100,308821.2,2772826
CE106876,10003092127,3,100,306015.9937,2764272.996
CC118165,10002271510,2,100,302019.3949,2779436.974
CD115736,10009021915,2,100,299725,2780294
CB115853,10008030915,2,100,304668,2772128
C6117621,10010120839,2,100,299678.6,2769526
CI119787,10007091927,3,100,305813.8,2770083
CC118137,10001042015,2,100,297217.2517,2777811.721
C9113354,10009061335,2,100,301144.8,2770014
CD116604,10010111400,3,100,296620.4,2780311
C9112641,10002031600,2,100,300883.739,2769987.097
CI119562,10006292117,3,100,306397.7952,2771158.968
C6113186,10004061125,2,100,300069.8438,2769346.5
CB119660,10011061626,2,100,304734.6,2772906
CI119567,10007020036,3,100,307420.2,2771351
C8127690,10012260830,3,100,302956.8,2768358
CI115269,10004221940,2,100,306258.7813,2771493.5
CD112273,10002162050,2,100,300601.0971,2780337.47
C8120527,10002241740,2,100,304036.3646,2770292.246
C8124630,10008211450,2,100,304387.2,2770820
C8118872,10002031210,3,100,303875.8178,2770941.779
C7133939,10012011655,2,100,302947.9,2771150
C8117734,10002170930,2,100,303601.2712,2769537.757
C8121391,10003180811,2,100,304760.4899,2770567.013
CH108988,10007171310,2,100,310289.5,2772131
C8125141,10008211341,3,100,301940.1,2769108
C6113270,10005310900,3,100,299353.4688,2768972.25
CC120821,10010022027,2,100,304269.4,2781480
C6120496,10012250930,2,100,300285.1,2770330
C5113866,10001161624,2,100,300928.4375,2772398
CH108928,10006162055,2,100,308876.375,2771619
CD112649,10011161748,2,100,300802.9,2778085
CB114394,10005211745,3,100,306377.2813,2771526.75
CG124505,10008072235,2,100,307168.8,2775330
C6112556,10002121620,2,100,299055.1563,2768248.5
C8118126,10003070858,3,100,303679.9879,2770888.006
C8126591,10011091510,2,100,302575.7,2769775
CD114703,10005181058,3,100,298696.2543,2781416.573
C9112400,10008191840,2,100,301738.2,2770825
CG123434,10006211512,3,100,308202.75,2772543.75
C9110965,10012011610,3,100,302641.4,2770915
CC118051,10002261920,3,100,302333.3125,2778748.25
CC119240,10004262144,2,100,303175.0128,2777114.825
C5115123,10004231123,3,100,300501.9355,2774000.175
C8114797,10003171157,2,100,304860.9298,2770914.954
C9114303,10011121200,2,100,300413.9,2770322
C5113968,10003021910,2,100,301335.5301,2773441.527
CI118835,10006231844,3,100,307225.875,2768168.75
CB115055,10007172035,2,100,305040.9,2771203
CC120224,10005100826,2,100,301971.3438,2776597
CG120797,10002280226,3,100,308930.2188,2775094.75
CD112712,10011150645,2,100,306026.2,2771316
CG126218,10010141045,2,100,310279.4,2774237
C9112062,10008181348,3,100,300658.3,2770531
CF105586,10004221930,2,100,305936.6143,2766915.851
C5110566,10002210840,2,100,300318.9749,2771708.994
CI122073,10012232107,2,100,307232.8,2770259
CD110195,10002061725,3,100,303191.2775,2782727.562
C7127628,10007241020,2,100,304189.1,2773273
C8127912,10012051740,3,100,305427.9,2770625
CF105143,10002170901,3,100,305581.9375,2765228.25
C7124019,10003031750,2,100,304617.7188,2774069.25
C7123405,10002072130,3,100,301739.3125,2771918.75
C8125686,10012020525,3,100,306024.1,2771312
C7130090,10010260444,3,100,304034.6,2771215
CI116896,10005151050,2,100,305651.3705,2769273.243
CB114271,10005090740,2,100,304968.9744,2772434.539
C9114048,10005010845,2,100,300977.9507,2771532.636
C7126529,10007021720,2,100,302965.6,2773011
C8120519,10003021305,3,100,304966.0105,2770038.004
C8117973,10001241620,2,100,303824.9959,2770418.01
CC121218,10005111950,3,100,301284.6058,2776154.688
C7134788,10012190901,2,100,302196.6,2773027
C8122779,10005301325,3,100,304018.9497,2769443.973
CI121120,10010270720,2,100,305633.5,2769750
C8124159,10009071820,3,100,304551.6,2770367
CG122967,10007161330,3,100,307222.1,2772331
C7126829,10007041045,2,100,304298.4,2774925
C6113757,10007080930,2,100,306023.9,2771318
CC125713,10011071340,2,100,306028.5,2771315
CG124952,10008130030,2,100,306029.6,2771317
C5113796,10008161238,3,100,301298.8,2772397
CG124991,10009070235,3,100,306905.3,2772392
C5116034,10009041100,2,100,301339.2,2771722
C5119466,10011151820,2,100,300529.5,2771619
CB111672,10001131920,3,100,306192.7984,2772220.407
CE107317,10006200800,2,100,304550.1473,2764806.228
C7123159,10003251120,2,100,302468.3564,2771476.038
C8127943,10012061315,2,100,302602.7,2768254
CC124155,10009030115,2,100,301540,2775108
CF105609,10006211235,2,100,302902,2767050
CC118847,10002131809,3,100,302705.25,2779268.75
CI124408,10012171750,2,100,305048,2770998
C9114200,10009291830,2,100,301863.8,2770154
C6112984,10003291115,2,100,299502,2770588.25
CE107438,10007181120,2,100,309271.6,2762639
CI121557,10010091741,2,100,306025,2771311
C6112442,10003131106,2,100,300070.6836,2770011.518
C6113294,10007251155,2,100,299808.4,2769474
CI114013,10010220715,2,100,306719.2,2771149
C8128155,10012141000,3,100,302658.9,2768665
CB114414,10005130042,2,100,304335.5854,2772071.003
C5111057,10005061400,3,100,301592.0625,2774031
CD116025,10008161015,2,100,306027.9,2771316
CE110163,10003251710,2,100,308870.4375,2767385.25
C7125950,10005230850,2,100,302554.5,2771429
CG124327,10007212310,2,100,306027.4,2771312
CE103765,10010131525,2,100,306025.1,2771313
C6113641,10007071915,3,100,300474.9,2770775
C6112940,10003100945,2,100,298590,2768720
CH104899,10001301650,2,100,311487.234,2770770.637
CB113549,10001280840,2,100,306401.7811,2771659.021
C9111195,10011190040,2,100,302295.7,2770824
C7127828,10008081455,3,100,304884.4,2775261
C8122192,10005091640,2,100,304553.7403,2769526.754
CC123386,10010221600,2,100,302883,2777897
C7123637,10003111510,1,100,302801.2387,2772289.851
CI113619,10003111223,3,100,305930.5938,2769613.75
CC125214,10012241000,3,100,306024,2771316
C8122016,10005271155,2,100,303813.5099,2769538.053
C7123543,10006031519,2,100,303351.5331,2771444.237
CC120863,10007291800,2,100,300518,2775793
CG126196,10010021409,2,100,306029.4,2771313
CC117890,10001132132,2,100,303156.081,2778605.759
C7122462,10001010010,3,100,302058.9934,2771362.009
C7127906,10010130010,3,100,302179.2,2772100
C9112804,10002252252,3,100,302569.4664,2770608.381
C8123641,10006211150,3,100,303872.3125,2768997.5
C5110714,10003011230,2,100,301480.5099,2774206.563
C8117495,10003281125,2,100,303622.063,2768965.903
CA107277,10003231430,3,100,301065.0625,2769687.5
C7134360,10011281625,2,100,305016,2775590
CB117759,10012170848,2,100,304142.8,2771690
CA107422,10004091415,3,100,301892.4794,2768344.214
C5119344,10011191140,2,100,301011.1,2772389
CG122075,10005080815,3,100,310957.1823,2773058.693
CF104873,10001222146,2,100,303521.5313,2766450.25
CC123926,10009251125,2,100,306031,2771318
CC120518,10006240200,2,100,302144.8556,2778128.83
CG123210,10005300940,2,100,306513.1612,2775799.946
CD116458,10010221700,2,100,299853.2,2781370
CA107284,10001301910,2,100,300547.9941,2769458.161
C8125873,10009241027,3,100,304517.6,2770544
CG120737,10002252310,2,100,308404.6563,2774278.25
CG121482,10003181155,3,100,311017.7374,2773826.278
C8122617,10007152340,2,100,304585.6,2769227
CD109715,10003120830,3,100,301911.3724,2778705.173
CB112439,10004120715,3,100,305816.1777,2772721.68
C5110946,10004130745,2,100,300355,2773120
CH109814,10011282351,2,100,306030.8,2771315
CB117150,10009281315,2,100,306029.2,2771312
C9114399,10012021849,3,100,301196.5,2770465
C5113973,10003041750,3,100,301441.5,2773185
CC123785,10009251904,2,100,302652.2,2776739
CD118935,10012281943,3,100,299419,2781237
CG125975,10011111506,3,100,306026.5,2771318
CB115969,10010061910,2,100,304553.3,2771428
C7123631,10003100825,3,100,301759.7165,2771495.08
C7124461,10005101745,2,100,302054.7188,2772180
CC125245,10011021547,3,100,301480.1,2776324
C7126111,10006250225,2,100,302150.1563,2772503.5
CA108534,10007080010,2,100,301894.1,2769083
CD115257,10004162230,2,100,299745.9211,2780237.967
CC123923,10009241610,2,100,302083.1,2777402
C7125830,10006072233,2,100,301883.6875,2771600
C5116790,10001062230,2,100,301474.9688,2772531.5
C7129228,10009101100,2,100,301920.1,2773664
CC122311,10006301907,2,100,301941.2099,2777490.339
CI119837,10007060811,2,100,306261.4,2771494
CC122075,10011041525,2,100,300460.1,2775689
C7134834,10012161620,3,100,301900.4,2773126
CI117345,10006021600,3,100,305423.574,2769651.565
CH105260,10004032316,3,100,311198.4063,2772222.75
CD109793,10004091540,2,100,300012.41,2779759.145
CG125893,10008261035,2,100,308799.6,2775596
C8126829,10010251505,3,100,306030.2,2771318
CB113871,10003131825,2,100,305187.5625,2772550.41
CG124651,10008231500,2,100,308496.5,2775678
CA107292,10002081220,2,100,302099.2813,2768067.75
CB115633,10007221356,2,100,305110.7,2771796
CI113213,10001211802,2,100,307714.625,2770177
CA108850,10009130948,3,100,301337.6,2769910
CH104884,10003071748,2,100,308481.6019,2771263.248
CC121525,10005261344,3,100,301510.9063,2775067.5
C5120140,10011150730,3,100,301732.5,2774407
C7130718,10012221425,3,100,303759.9,2772773
C8126522,10010091800,3,100,303607.6,2769911
CI120051,10009091810,2,100,307871,2770211
C9112206,10010030918,3,100,302696.3,2769923
CD116631,10010060715,3,100,301273.3,2778149
CG121808,10008101120,2,100,306030.8,2771318
CF105484,10005121740,3,100,305943.9805,2765629.919
CG123114,10005201145,2,100,310815.5142,2774185.53
C9112853,10003071145,3,100,300856.6563,2771312.25
CI121558,10010101055,2,100,306388.8,2771147
CI120885,10008231300,2,100,307975.2,2770922
CD109409,10003251900,2,100,300799.708,2777661.382
C8125663,10011171535,2,100,304741.7,2770365
C8126287,10010061940,3,100,305375.3,2769851
CE107448,10009121345,2,100,306024.6,2771313
C5111088,10004200920,2,100,300809.9721,2771923.991
CG128086,10012222055,3,100,311517.2,2773675
CB111989,10005100240,3,100,305910.1563,2773907.75
C6112611,10002161440,3,100,299674.9063,2770776
C5115077,10004210730,2,100,301088.5625,2773387.75
CG122937,10005280915,2,100,309669.5966,2773585.282
C7127446,10007221940,2,100,303386.7,2773230
C8125449,10009060410,2,100,302083.7,2770012
C8127488,10011191155,3,100,305299.9,2770582
CF109599,10009210100,3,100,304080.9,2765295
CF109593,10009060339,2,100,306028.3,2771317
CB116235,10007101748,2,100,306220.6,2771759
CG121501,10004011525,3,100,307796.9957,2775183.619
C8124126,10007270925,2,100,304054.1,2769395
CG125146,10008180745,3,100,308838.1,2773708
CC122048,10010051730,2,100,303071.8,2776942
C7133918,10011211815,2,100,301962,2772815
CD115063,10003311310,2,100,299579.3438,2780793.5
C6119898,10009041950,2,100,306030.6,2771316
CC117782,10002171800,3,100,301620.9831,2776425.98
CI113345,10002011648,2,100,305930.25,2770798.75
CA110918,10010221720,3,100,301454.3,2769866
CA107657,10001131240,3,100,302064.4066,2768558.852
C7123671,10002081420,3,100,303750.9375,2771864.75
C9113273,10007141100,3,100,302016.8,2770495
C8123156,10006271800,3,100,301908.4607,2769151.139
C7123426,10002161320,2,100,303736.6188,2774863.575
CB114040,10004302220,2,100,304484.979,2771700.577
CE109894,10001241200,2,100,305881.9585,2764786.902
C7128033,10007251805,2,100,306028,2771316
CG127281,10011290820,2,100,307369.3,2774293
CD114732,10005142300,3,100,300235.9688,2780916
C7122889,10003052200,3,100,302625.1563,2772934.5
C7122804,10001121441,3,100,303782.1593,2772566.826
CH106108,10009222230,2,100,307710.6,2771890
CI121047,10009220820,2,100,306028.3,2771314
C5121131,10012211729,2,100,301161.7,2773215
CE106981,10007071515,2,100,306024.7,2771316
CI119198,10004251851,3,100,306874.4489,2770423.91
C8123661,10007160110,3,100,305030.4,2770898
CB119625,10010231803,3,100,306029.6,2771314
C9114421,10010071720,2,100,301163.5,2770360
CG128803,10012171820,3,100,308759.6,2773980
CI124314,10011121845,2,100,307575.2,2771016
CC123373,10010071745,3,100,306030.4,2771317
CG117389,10004050725,2,100,311395.9688,2773656.25
CB112307,10001210655,2,100,306582.9366,2772201.666
CD109860,10005161335,3,100,300209.2926,2779348.89
C8124801,10008191110,2,100,306030.4,2771317
CC124202,10009061118,2,100,306025.3,2771315
C8120525,10002232040,2,100,303839.9063,2769772.5
CI119134,10004250835,2,100,305651.9316,2769271.76
CA110844,10010312110,2,100,302115.9,2768472
C9113841,10004231615,3,100,302031.9306,2769673.747
C7127957,10008081520,2,100,302240.2,2772541
CC124497,10010251110,2,100,302679.1,2778349
CE106934,10005051255,3,100,307156.4063,2765272.5
CB114309,10005212330,3,100,304485.225,2771701.003
