CASE_NO,IEOK_01,ACCD_TP,Year,x_coord,y_coord
C5121097,10012290815,2,100,300520.4,2772380
CG125286,10010011208,2,100,308119.9,2773749
CD115651,10012101535,2,100,299755.4,2780851
CI115019,10002182050,3,100,306147.5256,2770761.914
C8118685,10003011705,2,100,302855.2164,2769201.463
C6114256,10006211200,3,100,299319.5625,2768695.25
CG125650,10009261830,3,100,308124.9,2773749
C9110816,10012281100,2,100,302601,2770108
C6113716,10007060109,2,100,299412.8,2770328
CE103627,10012152230,3,100,307174.2,2764867
C8117528,10002141350,3,100,302936.5224,2770319.374
C6112482,10001180630,2,100,299180,2767730
CG125283,10009271930,3,100,308646.3,2774070
C7126411,10006241500,2,100,304086,2774550
CG121331,10004081810,2,100,311121.7378,2773963.776
C7130849,10012040800,3,100,303194.9,2772559
C8120968,10003231100,2,100,302620.5737,2769230.002
C7117475,10004042250,2,100,302055.0429,2772452.3
CC122840,10008081900,3,100,303336,2777170
CC118167,10003051200,3,100,300947.7867,2776914.952
C8126280,10010282007,3,100,302792.4,2768704
C7134471,10012081955,2,100,303375.9,2772184
C8127360,10012171700,3,100,304364.3,2768224
CA108439,10007030710,3,100,306024.4,2771315
CC119971,10003131640,3,100,300340.0938,2775530
CH110780,10001101920,2,100,309593.7188,2771666.5
CB117476,10011021615,2,100,304047.1,2772661
CC122473,10006030810,2,100,302918.2433,2776824.892
CC119976,10003191310,3,100,303249.6972,2778413.361
CD112631,10010161520,2,100,298043.5,2781365
CI124879,10012122357,2,100,305447.3,2771086
C5118437,10011040957,3,100,301554.8,2772496
C8120478,10003131600,2,100,304528.3225,2770998.574
CC118779,10004251745,2,100,302651.2581,2777252.986
CI124472,10012021600,3,100,307609.6,2770677
C9113039,10004301705,2,100,300535.7866,2770549.251
C7128983,10009161622,3,100,301998.8,2771866
C9113456,10006071105,2,100,300883.2711,2769990.478
C8120963,10003180920,3,100,305200.9063,2770316.25
C8117940,10001181238,3,100,304692.2291,2769807.887
CI115956,10001281248,3,100,306944.4382,2770371.55
C6113180,10003281815,3,100,298607.0092,2769670.973
CC121198,10004211350,3,100,304289.1143,2776962.186
C7127114,10009301910,2,100,302810.8,2773324
C7130253,10010082230,2,100,303011.1,2771950
C8122105,10005081215,3,100,304692.2291,2769807.887
CF104603,10001041959,2,100,303645.4688,2765072.25
CI124629,10012021530,2,100,307031.3,2771142
CB113832,10002261918,2,100,305245.2403,2772233.436
CB115259,10007091625,2,100,304739.5,2772901
C9108197,10001141130,2,100,301976.9002,2771046.862
CH108593,10005091222,3,100,308894,2772690
CF105533,10005011405,2,100,303280.4375,2765660.5
CD112989,10012150802,2,100,298473.3,2781393
C5115202,10006011520,2,100,301003.8328,2773441.201
C8123224,10006110735,2,100,304366.9886,2768225.003
C7122533,10002041800,3,100,302676.7086,2773270.969
C9114612,10011021745,2,100,302402.2,2770614
CG120629,10003071310,2,100,307211.5703,2774528.184
CC123165,10008151940,3,100,301982.1,2775417
CG124098,10006161515,2,100,306482.6875,2775111.5
CG124046,10007281748,2,100,306226.2,2775328
CC120717,10004301830,2,100,301633.7411,2774961.478
C7124525,10005281015,3,100,301893.7813,2772605.5
C8121453,10004011140,2,100,303487.5313,2770004.75
CD110299,10002032050,2,100,302413.0938,2780049
C9114263,10010081805,3,100,301385,2771202
CC121576,10007111856,3,100,300549.7,2775670
C9112127,10008200635,2,100,300458.6,2770722
C9108062,10001101835,3,100,302713.6649,2771205.828
CG122749,10005260930,3,100,307939,2772180
C8125400,10009222245,2,100,303146.8,2768975
CD112784,10011121030,2,100,306029.2,2771317
C8121139,10003191840,2,100,302101.9688,2768817.75
C8123295,10007060840,3,100,302280.7,2769307
CF105481,10005032030,3,100,304270.7356,2765700.267
CC125418,10011282210,3,100,306029.9,2771311
C7124322,10005071010,2,100,302288.1563,2772159
CA108861,10010190935,2,100,302995.9,2767805
C7126362,10007141105,3,100,302279.6,2772450
CH106366,10012172222,3,100,310245.6,2772525
C8126751,10011201805,2,100,305039.4,2770808
C6112860,10004221020,3,100,300396.2473,2770804.95
CC118865,10003061256,2,100,300485.7813,2775821
CB115569,10007091226,2,100,305773.2,2771489
C7125010,10005120530,2,100,301897.1019,2773035.422
C7122708,10001281526,2,100,303346.9906,2771449.01
C9113742,10005311100,2,100,301468.2263,2771090.248
C9112090,10009021720,3,100,301193.1,2770467
CI118877,10004131233,2,100,305380.5938,2768369.75
C8124757,10009260800,2,100,303944.7,2771020
C6113825,10005101950,2,100,299965.4209,2771208.989
CD115976,10009301810,2,100,300524.1,2778775
CG120751,10001261603,3,100,308222.6875,2773699
C6117358,10011111748,3,100,300110.7,2770121
C7134364,10012011850,3,100,303543.9,2771904
CG121328,10004041225,3,100,308925.5313,2774975.75
CG125202,10008012255,3,100,306030.4,2771315
C9111190,10012171940,3,100,306025.1,2771318
C9112184,10009022244,2,100,302892.8,2770651
CB111194,10001211049,3,100,304485.8217,2771700.469
CG120765,10001191700,3,100,309348.1563,2775489.5
C7129890,10010051105,3,100,301912.4,2772821
CC124976,10010191755,2,100,301838.8,2775228
C5110604,10003241636,2,100,301626.0938,2771638
C5118379,10010281210,3,100,301629.4,2772032
C5113470,10008302020,3,100,301153.8,2771759
C5119941,10008091535,2,100,300572.1,2773110
CE107716,10009271940,2,100,308870.2,2767388
CI122162,10012281458,3,100,306926.1,2770624
CD116498,10011162020,2,100,306026.3,2771316
C9114574,10010310920,3,100,302056.2,2771369
C8127461,10012121705,2,100,306027.3,2771313
CI117062,10007290826,2,100,306028.7,2771318
C7123716,10003102140,3,100,303969.8438,2771699.5
CI120455,10009191630,2,100,306104.9,2770655
CE106793,10003300830,3,100,306634.625,2766856
CG126190,10009271420,2,100,308986.6,2775435
C7124229,10004250725,2,100,301706.0444,2771392.537
CG120461,10002012030,3,100,307494.1255,2775206.094
C9111102,10011101830,2,100,300886.8,2769990
CG114516,10002140816,2,100,308340.8204,2774837.162
C7123383,10002092045,2,100,302000.2916,2772317.338
C6114288,10007102254,2,100,300159.2,2769113
CB117462,10010201512,2,100,306254.4,2771455
CI120345,10008160008,3,100,307491.4,2771194
CA107933,10006020855,2,100,301334.8882,2769918.176
C7124289,10004190823,3,100,302798.1141,2772072.697
C7134917,10012231645,3,100,301928.8,2773471
C7130211,10010080535,3,100,306029.6,2771313
CC124995,10011141308,2,100,302532.2,2777648
CC124599,10012151629,3,100,298222.3,2778306
CE109248,10008211920,2,100,306024.6,2771312
CD111973,10001010015,2,100,296268.8843,2780381.864
CG123607,10007041342,2,100,311078.3,2773451
CI122165,10012291335,3,100,306456.2,2769230
CG124395,10007191109,3,100,307524.1,2773481
CC121281,10007091002,2,100,306024.5,2771314
C8126217,10010311425,3,100,306026.3,2771317
C8124311,10007171656,3,100,306024.3,2771311
C5119749,10012152110,3,100,301254.4,2774047
CC117932,10003160840,3,100,302175.5832,2775399.632
CD109703,10003292055,2,100,296267.0736,2780106.899
C8119162,10003171638,2,100,305065.0313,2770526.25
CA109054,10009021045,2,100,301658.8,2769011
C5113500,10008262225,2,100,300517.3,2773262
C8125728,10011031030,3,100,305042.6,2770808
CG123648,10010121925,2,100,307614.1,2772782
C6112471,10003171640,2,100,300028.2188,2771276.25
CC120837,10008291343,2,100,301755.9,2776730
C7134018,10012021508,2,100,304024.4,2771864
C8121081,10005121245,2,100,303360.5991,2767344.109
CC118528,10006130915,2,100,302101.7059,2777813.264
CI121080,10009230630,2,100,306025.9,2771313
CI113372,10002101738,2,100,306605.7713,2769524.583
C6119676,10008221110,3,100,299687.8,2770002
CB111192,10001201508,3,100,306505.0625,2771763.25
C7129133,10009081725,3,100,303227.4,2771587
C8124855,10009041158,3,100,305129.1,2769340
CB119870,10012241306,3,100,306001.9,2772731
C8122828,10006211015,2,100,303531.9899,2769541.508
CD109733,10004081950,2,100,299869.093,2779577.788
CC121836,10010121520,3,100,301970.3,2776597
CF106027,10011202240,3,100,306030.2,2771312
C5110676,10003060605,2,100,300474.8716,2772786.101
CG120278,10001162050,2,100,307193.6875,2775308
CC121903,10007121015,3,100,303990.6,2776881
C7125792,10006210915,2,100,301859.0137,2771606.99
CB116670,10008312230,2,100,305692.4,2773015
C8121366,10004161710,3,100,305195.0105,2770353.334
CG126615,10011220655,3,100,306550.3,2774697
C9114688,10011092200,2,100,300881.1,2769988
CB114742,10006132115,2,100,306539.0063,2772886.145
CH104868,10001270550,2,100,307699.2199,2771065.14
CD111952,10001311845,3,100,302453.0625,2780379.5
CI121562,10010110900,3,100,306574.8,2771274
CG126911,10010201907,3,100,306028.2,2771315
CG115620,10008191300,2,100,306025,2771311
CD110481,10001151023,2,100,301108.875,2778777.25
CH104900,10001311135,3,100,309196.0135,2772192.01
CD113413,10007150800,2,100,299601.9,2780282
CA110146,10006071820,2,100,302197.3516,2768407.412
C9113769,10006231408,2,100,301362.8703,2771118.103
C8128067,10012312050,2,100,304551.6,2770367
CB117854,10012011730,3,100,304567.1,2772114
CE107663,10011011350,3,100,306100.8,2764246
C5116088,10005261710,2,100,300601.7141,2771370.569
CG114252,10009211525,3,100,309987.4,2773780
C7128625,10008272230,3,100,306024.5,2771313
C7130591,10012071149,2,100,302143.7,2772069
C9112830,10003181625,2,100,300964.9968,2771564.567
C5118359,10011101430,2,100,301598.7,2772456
CC121220,10005171010,3,100,303619.7044,2776736.861
C7127248,10006300740,3,100,303304.1527,2771845.15
C7135043,10012271440,3,100,301982.7,2772658
CD113274,10006300900,3,100,296836.4688,2780079.5
C9114305,10011131130,3,100,300741.9,2771273
CH110487,10001062140,2,100,307178.8125,2771743.75
C7126421,10007011940,2,100,302114.8,2772657
C6112775,10003120920,2,100,300243.918,2769949.467
CE109051,10007270700,3,100,307083.5,2766119
CF106097,10010130740,2,100,306023.8,2771318
C7130436,10012070810,2,100,302336.8,2772481
CC119414,10003261945,3,100,302714.0451,2778696.46
C5118564,10010220725,2,100,301245.8,2774015
CA110091,10006280650,2,100,301680.6088,2769601.535
CG122910,10005132220,3,100,308254.696,2773460.535
C9112250,10008220340,2,100,306028,2771312
C5115299,10008052330,2,100,301279.7,2774045
C7129577,10010060735,2,100,302210.8,2773659
C7125586,10007051420,2,100,303386.3,2772913
CA106465,10001251335,2,100,304362.9862,2768631.83
C9112803,10002191825,2,100,301804.1922,2771093.295
C8123298,10007082100,3,100,301974.6,2769103
CB114257,10004121350,2,100,304553.3148,2771430.465
C7127456,10007201945,3,100,302809,2772861
CE107065,10005212140,2,100,306680.867,2764525.775
CB109598,10010041748,2,100,306376.8,2771529
CG124450,10008251410,3,100,306030.9,2771317
CC119570,10005030540,3,100,302575.2831,2779419.643
CI120783,10009081010,2,100,306028.2,2771312
CI121894,10011211857,3,100,306457.4,2769781
CC124061,10008272118,3,100,306029.7,2771312
CG114255,10010142250,3,100,310298.6,2774185
C8126630,10011030235,2,100,302961.4,2769204
C9110837,10012051353,3,100,301911.2,2770775
CD112678,10010222020,2,100,300709.6,2778408
CG119609,10001042040,2,100,306053.4494,2775192.661
CB119564,10012211111,2,100,305694.4,2771452
CE107423,10006280940,2,100,304679.7804,2764695.89
C9112239,10008281840,3,100,302022.6,2771217
CG127272,10011201248,3,100,308392.6,2773833
C7127749,10009061930,2,100,303534.1,2771902
C5119338,10011140840,2,100,300859.2,2773029
CG125686,10008150940,2,100,306029.8,2771317
C6117866,10012241329,3,100,298587.4,2768724
CD109445,10003061730,2,100,301919.7188,2784246
CD115852,10008151918,2,100,300867.2,2778515
C8124175,10009230258,3,100,305157.7,2769620
CI121481,10011061005,2,100,305633,2769752
C7127406,10008162350,2,100,302609.2,2771461
CC121569,10007072040,2,100,306025.4,2771313
CC124190,10008211828,3,100,302072.8,2777234
CB116682,10009130747,2,100,304211.8,2771812
C6113446,10007261000,2,100,299183.7,2767731
C8124067,10007240325,3,100,305029.8,2770703
CI121747,10011261855,3,100,305839.7,2770080
C5115389,10005141820,2,100,300501.4545,2773078.078
CC124958,10011260200,2,100,306023.9,2771312
CG122679,10005230850,2,100,307964.4631,2774489.354
C7122699,10001221230,2,100,304060.4002,2771657.065
CB117711,10010180900,3,100,306027.8,2771316
CF106070,10010251520,3,100,305139.1,2766139
C5114032,10003152335,2,100,300732.9877,2773237.985
C9111398,10012232145,2,100,300651.5,2770394
C5114085,10003111850,2,100,300355,2773120
CD116550,10012101158,2,100,299947.8,2780116
C6114055,10006021420,2,100,299764.33,2769076.607
C8121683,10004201610,3,100,303431.5318,2770762.583
CI120409,10008050935,2,100,308212.3,2770613
CG128168,10012162042,2,100,311044.7,2773465
CG118372,10002102230,2,100,308340.8228,2774837.105
CC118755,10003130847,2,100,301662.8794,2775372.779
CI115250,10003021710,3,100,305659.71,2768974.361
C5113434,10008060915,3,100,300775.3,2771927
C8124838,10008241830,3,100,304332.9,2768290
C8120411,10002140915,2,100,302441.0938,2769072
CC121466,10006231240,3,100,303545.8842,2778542.902
C6113968,10005311700,2,100,299761.4145,2770078.584
C7130199,10010201120,2,100,303344.1,2771451
CB115543,10005311848,2,100,304485.0542,2771701.776
C5111986,10004112305,2,100,301007.1773,2772394.454
C9108370,10001022345,2,100,300946.409,2770622.561
CD114799,10006131700,3,100,301238.5625,2778011.75
C7124847,10004110949,2,100,302950.6652,2771119.213
CC120374,10004291930,2,100,303035.9063,2776933.25
C8119127,10002100910,2,100,302565.1307,2769763.517
CG120630,10003100800,2,100,307751.3349,2773121
C8123772,10006281536,2,100,303105.922,2768587.288
C7122466,10001021809,2,100,302005.7473,2772531.264
CF107357,10012251615,2,100,305478.3,2766770
CA109332,10011291205,1,100,306030.2,2771311
C7122960,10003021618,2,100,301971.4834,2773540.538
CE110037,10001110740,3,100,305612.9375,2765040.75
CC125983,10011150052,2,100,301994.5,2776514
CD113730,10008012240,2,100,299448.6,2780597
C7134402,10012191013,2,100,304082.4,2773303
C8127241,10011110515,2,100,304217,2769779
CG117475,10001112000,3,100,307147.1179,2773583.739
C7135378,10012281155,3,100,303380.8,2772047
C5115991,10006171418,2,100,301565.8694,2772219.547
C8126334,10010130820,2,100,306024,2771312
C8122697,10006071850,3,100,304477.279,2770814.344
CA107730,10002241530,3,100,301441.6563,2768485
CD119086,10012201000,3,100,299510.7,2781556
CD115169,10004190705,3,100,301585.3438,2777803.75
CC119351,10002191720,3,100,301390.7156,2776250.49
C8127927,10012142020,2,100,305036.4,2769222
C7122896,10001121250,3,100,303285.8438,2773411
CE105162,10011081750,2,100,304902.8,2764726
C9114491,10010061800,3,100,306030.8,2771313
CG125180,10008311040,2,100,306024.8,2771317
C7134171,10011071045,2,100,301709.1,2771393
CG123079,10005152230,2,100,310905.8298,2773998.093
C8128202,10012170449,2,100,304942.1,2769856
CE107360,10007132224,3,100,304929.7,2764750
C7129664,10010260930,2,100,301926.6,2772495
C8118784,10002061200,2,100,303305.5,2768930.5
CC124076,10009140945,3,100,300950.6,2776917
C5120086,10009171505,2,100,300784.5,2773895
CG124959,10008191644,2,100,306025.4,2771312
C8117757,10003190810,2,100,304780.3414,2768917.373
CG125591,10009132130,3,100,306406.6,2775707
CG121266,10005150350,2,100,309245.4523,2774858.918
CG122904,10005120715,2,100,307198.4328,2775483.84
CC119752,10002221145,2,100,302673,2782270
C6119921,10007300610,2,100,298802.3,2769024
C8124487,10008190005,3,100,303334,2770936
CI115091,10002031414,3,100,308208.9375,2770295.5
CC124760,10009161540,3,100,302748,2778038
C8119058,10002172017,2,100,303618.6248,2768966.48
C7115057,10001081410,2,100,302198.8438,2774632.25
C8123058,10007311620,2,100,305440.2,2770678
C6119952,10009100820,2,100,299187.9,2770265
CI121625,10010231742,2,100,305498.7,2769461
CD113715,10007151925,3,100,300520.6,2778534
CH104349,10010130835,2,100,309259.3,2771738
CD112291,10003150725,2,100,301530.7597,2778514
CG125900,10009051913,3,100,307167.7,2774563
C7126714,10007030930,2,100,303431.7,2771303
CG126673,10012101900,2,100,308117.9,2773752
C7121967,10001142254,2,100,305946.4181,2775705.373
CD112012,10001190740,3,100,299779.5938,2779575.75
C7125946,10005221400,3,100,302951.2941,2771110.447
CI120608,10009231945,2,100,306108.1,2770656
C8120576,10003051500,3,100,304366.8125,2770328
C9107808,10009012125,2,100,300916.1,2770373
CC117566,10001201800,2,100,301284.6058,2776154.688
C6117710,10011171610,2,100,304689.4,2766923
CH109759,10011301735,3,100,308020,2770879
C6117842,10012081615,3,100,300392.3,2771451
CC119104,10004011040,2,100,301386.7619,2776253.837
CI113215,10001221750,2,100,307127.2813,2769652.25
CC119588,10006021606,3,100,302250.3438,2775514.25
CG123494,10006051844,3,100,306902.9943,2773295.619
CG125494,10009190720,2,100,307203,2774564
CD115845,10008142300,2,100,300852.2,2778506
C5115103,10004191511,2,100,301642.9818,2774411.983
C6113973,10006101700,2,100,300045.8673,2769769.116
CC112250,10002211930,2,100,301765.8623,2777564.263
C6117899,10012241330,2,100,300231.9,2770739
CD114519,10011091210,2,100,299244.3,2780617
CB112468,10005240832,3,100,304803.6003,2771234.296
CG127778,10012132205,2,100,306028.1,2771317
C7128513,10009131355,3,100,303221.6,2773299
CI113227,10002151809,2,100,305852.3233,2769504.162
CC124957,10011260010,3,100,306024.8,2771312
C9111204,10011291010,3,100,302468.9,2770280
CI117064,10008031145,3,100,306532.6,2770433
C5113919,10002050800,3,100,300682,2773367.25
C8128298,10012241405,3,100,304590.9,2769245
CE110116,10001171328,2,100,304927.9902,2764746.038
CA106136,10001312355,3,100,300882.335,2769990.407
C7129667,10010270918,3,100,303321.6,2773165
CI109768,10001182133,2,100,306548.9443,2769026.444
C7124135,10003290910,2,100,305026.9329,2775557.442
CG128051,10012022140,2,100,307943.7,2772177
CD111896,10001211840,2,100,297203.5,2780898
C5113707,10008261256,2,100,300888.4,2772206
C5120208,10012141330,2,100,306031,2771315
CG121021,10006170845,2,100,307491.1486,2773973.662
CB119667,10011182113,2,100,304954,2772128
C9112224,10008102018,3,100,302186.3,2770305
C6113021,10003232101,2,100,298753.0144,2769621.906
C9113858,10005132250,2,100,300696.2554,2771408.775
C7126570,10006090825,3,100,303147.125,2771831.25
CI113283,10003161421,3,100,307231.7813,2770266
CC125549,10011171425,3,100,301804,2776611
C8117824,10001211520,3,100,304255.0821,2767596.314
C9108341,10001071850,3,100,300581.9003,2771172.986
CC120571,10003260752,2,100,299756.0108,2776201.974
C9114486,10011081810,2,100,301602.6,2771153
CC115107,10002012102,3,100,302628.5527,2779184.666
CI113312,10001271820,2,100,305838.9904,2770667.027
C7130640,10011011725,2,100,303693,2771934
CF106059,10012090839,3,100,304850.1,2765758
CE108611,10009240900,2,100,306024.3,2771313
C7124399,10004090355,2,100,301706.0444,2771392.537
C5113574,10007191445,2,100,300519.7,2773128
CH109601,10011010815,2,100,310381.9,2772563
CC123173,10008241632,2,100,304647.7,2778644
C8121427,10003230920,2,100,304518.8125,2770751
C8124988,10008221536,3,100,306026.8,2771314
C5114380,10001220945,2,100,300779.9,2773066
C7127854,10008281755,2,100,306024.1,2771314
C7129701,10009261330,3,100,302958.5,2772503
CF105328,10003200730,2,100,303801.6634,2765529.984
CG121526,10004261540,2,100,310825.0313,2773435.5
C8121819,10004191855,3,100,303147.6332,2768971.824
C7129874,10011132200,2,100,301801.7,2771609
C8125942,10009270905,2,100,306028.5,2771313
CI116758,10001182115,2,100,305424.8565,2768984.583
C8116435,10008071030,2,100,302892.5,2767981
C5110527,10001251030,2,100,301169.1951,2772938.641
C5115011,10005280635,2,100,301029.9688,2774318.75
C5118378,10010251942,3,100,301313.8,2771700
CI114819,10001071200,2,100,306355.4034,2770433.01
C8125228,10009180910,2,100,303767.9,2766695
C8124970,10008071733,3,100,304038.8,2770211
C9112999,10003300130,2,100,302061.8689,2771365.878
C7122463,10001010040,2,100,302439.6875,2771457.5
CC121591,10007271300,2,100,306031.1,2771312
C5113971,10003041220,2,100,301222,2771521.25
CB112712,10003291805,3,100,305453.7086,2771431.307
CE106767,10004291216,2,100,306480.875,2764756.5
C8116718,10001012050,2,100,305052.3526,2769564.183
CE103760,10010120705,3,100,309257.3,2763608
CA106189,10012192010,2,100,300282.4,2769140
CG120916,10003171343,2,100,307519.1875,2772870.5
C8122483,10005250725,3,100,303674.9869,2768630.01
CD106323,10001141710,2,100,302313.9081,2780419.655
CE103555,10012031724,2,100,305946.1,2764886
C9112215,10008010942,3,100,302120.8,2770868
CA109918,10005181910,3,100,301283,2768420
CF105901,10011061930,2,100,303734.3,2765227
CC119832,10002161455,3,100,301445.5625,2776066.75
C8123188,10006190033,2,100,304284.1864,2770754.596
CG120380,10002042300,3,100,309702.3125,2775902.5
C7127576,10007162245,3,100,303868.8,2771324
CG121509,10004070940,2,100,311416.0938,2773651
CB112476,10006101853,2,100,306275.9177,2772868.15
CE107707,10010151225,2,100,306027.4,2771311
C7130562,10011211105,2,100,304018.6,2773116
CG124614,10011300820,3,100,306916.1,2774371
CG114517,10002150900,2,100,309491.5313,2773680.25
CH110717,10001312210,2,100,308290.8718,2771344.443
CC120645,10005121705,2,100,300510.2619,2775789.466
CB120129,10012251610,3,100,306274.3,2772338
CB120162,10012161900,3,100,304972.3,2771783
CH106266,10010031806,3,100,311054.8,2772264
C8124394,10008102330,3,100,306030.3,2771316
C8127873,10012230733,2,100,306029.3,2771315
C6112851,10004062238,2,100,299548.6875,2770081.5
C7122496,10001021155,2,100,304086,2774550
CI113415,10001111900,2,100,305793.8125,2769895.5
CE107154,10004252225,2,100,305154.4991,2764576.641
C9114199,10009270930,2,100,306025.3,2771313
CC119803,10002011545,3,100,302543.5938,2778645.5
CE108660,10009282120,3,100,306026.1,2771315
CB107465,10008081820,2,100,305593.6,2772377
CG124192,10007070805,2,100,306026,2771316
C8123590,10009130535,3,100,304041.9,2770707
CI115980,10002220055,2,100,308017.8562,2770881.177
C5111572,10001271935,3,100,300353.8355,2771881.972
CG122139,10005112111,3,100,307330.0938,2774817.25
C7127258,10007111740,3,100,301712.6,2772711
C6120322,10010211640,2,100,299915.3,2769099
CD112287,10003131620,2,100,301617.375,2778263.75
C7123662,10003231305,2,100,304650.4994,2775032.147
CC117446,10001191015,2,100,302653.9691,2778095.652
CG121270,10005110725,3,100,307239.4212,2773767.354
C7124257,10004060746,2,100,303736.7434,2774864.093
CE103554,10011261820,2,100,306314.4,2764114
C6112433,10002261409,2,100,300045.9982,2770247.688
C7126950,10006110950,2,100,304231.2381,2775141.823
CG126114,10010291930,3,100,307805.7,2774707
CB115910,10007291320,3,100,304058.7,2771354
C9110815,10012280820,2,100,302813.4,2770542
C5110866,10005031430,3,100,300624.75,2773509
C8121835,10004290850,2,100,303253.6449,2770262.444
C8125716,10010271745,2,100,303421.1,2769914
CA108777,10008060300,3,100,303675.9,2767364
CD112789,10012131703,2,100,299674.4,2781855
CG122349,10005092010,3,100,306918.984,2774371.041
C7122913,10001220255,1,100,302784.6038,2773116.198
C9112924,10004271400,2,100,301769.3214,2770962.566
C6119822,10008161300,2,100,299108.5,2768406
C9110925,10012211430,2,100,302327.8,2770951
C8121020,10003241120,3,100,302990.9883,2770594.638
C9112493,10007242130,3,100,300964.4,2771560
CC119043,10003131310,3,100,302845.6026,2776779.261
CE107128,10005210845,2,100,306233.3383,2764381.996
C6112993,10002282006,2,100,298914.0218,2769149.272
C5114105,10001131610,2,100,301573.1915,2773806.993
C8124073,10007291520,2,100,304940,2768784
C8121954,10004241115,3,100,303047.0938,2768536.25
CB114365,10005231420,3,100,307284.3965,2771641.359
CE106879,10003181720,2,100,305578.6868,2764138.041
C7126388,10006082245,2,100,303471.9883,2772936.51
CC125330,10011072035,3,100,306030.2,2771317
CC120453,10004271455,2,100,303803.5967,2781153.379
CG124397,10007232042,2,100,308349.3,2772526
CF104631,10001051710,2,100,303468.3291,2766256.359
CI117186,10007231805,2,100,306026.5,2771311
CE103556,10012102334,2,100,305637.3,2764149
CB115143,10006012123,2,100,306271.1448,2773100.192
CD110343,10001271835,2,100,299416.3395,2782051.346
C6119924,10008041622,2,100,299466.5,2770558
CG126644,10010251753,2,100,306031.1,2771315
CB117688,10011231710,3,100,305768.5,2772017
CG124968,10008241820,2,100,308686,2773509
CC126021,10012231740,2,100,299131.6,2777735
CF105896,10010072030,2,100,305561.5,2765161
C7123838,10004060609,2,100,301602.7233,2771146.994
CB116421,10007301915,2,100,305122.5,2772951
C8126406,10010052055,3,100,306026.7,2771312
CE109284,10011161640,2,100,306593.1,2762660
CD115093,10003272010,2,100,299689.3326,2781264.791
CF109490,10008110900,2,100,304431.9,2765698
C5113628,10007271220,2,100,301077.4,2772072
CA108653,10007271905,2,100,302434.1,2767334
C7117184,10003161800,3,100,302378.0078,2772167.005
CI115365,10005021525,3,100,306911.4063,2771102.25
CD116182,10009201110,2,100,300348.6,2781225
C8118781,10001301000,2,100,302799.4063,2768846.25
CA109614,10003162000,2,100,301330.9863,2769914.999
CC124548,10011251330,2,100,302010.3,2777408
CG125715,10009291440,3,100,306898.8,2772391
C6117391,10010110950,2,100,300332.6,2771203
CE110085,10001120955,3,100,307181.7536,2765067.516
CD112206,10003250940,2,100,296765,2780282.75
C6117659,10012172030,2,100,306024.7,2771312
C8121299,10006011825,3,100,302353.3125,2769071.25
CI121847,10010161040,2,100,306027.8,2771316
C5113229,10006101820,2,100,300909.5313,2771836.75
C8127857,10012121245,3,100,304272.8,2770409
CA109697,10005050701,2,100,301100.8217,2769267.212
CC123368,10009231405,2,100,306025.8,2771316
C7130500,10010272012,3,100,301698.6,2771926
CB117317,10010250750,3,100,304329.2,2772791
CE106229,10004182145,2,100,304925.6961,2764742.565
C6119588,10009231845,2,100,298587.3,2768718
CC120864,10007291949,3,100,301897.3,2776021
CG123859,10006140859,2,100,308251.51,2773294.366
C8124877,10008061040,2,100,304080.6,2770094
