CASE_NO,IEOK_01,ACCD_TP,Year,x_coord,y_coord
C7145771,10205281845,3,102,302926.4091,2771150.681
C5121630,10204122032,3,102,301566.8,2773663
CB128741,10206070912,3,102,304775.5333,2772006.301
CI130273,10209101730,2,102,307209.5267,2769975.107
CF109921,10201171116,2,102,303655.3589,2766053.08
CG143923,10211041800,2,102,309748.0136,2773523.599
C8149050,10209201535,3,102,305340.1402,2770021.721
C8141828,10206081210,3,102,304561.4876,2771228.579
CG135783,10203010630,2,102,306916.2408,2775387.587
CH112639,10204080830,2,102,308516.6434,2771550.518
CC138496,10206032230,3,102,303523.2696,2778965.491
CG143733,10212131931,2,102,306938.2645,2773294.71
CA110580,10205082005,2,102,302794.5757,2767826.077
CD129703,10208140820,2,102,301249.6343,2778005.954
CB131254,10210201315,2,102,305353.0906,2771798.356
CG138180,10202201645,2,102,308986.2725,2775509.169
C5131145,10212080037,2,102,301219.3548,2773043.711
CG141159,10207262230,2,102,306113.0403,2775461.944
C8139793,10204131002,2,102,304028,2770293
CI132045,10212010633,2,102,305439.8836,2770458.631
C8141089,10201021718,3,102,303965.3912,2770504.721
CC121632,10204280245,2,102,303412.2249,2777720.619
C5128252,10209260900,2,102,300634.9767,2771637.19
C8135728,10204101605,2,102,304478.8113,2770126.211
C5126625,10207031117,2,102,301636.3451,2774415.593
CG140907,10208271745,3,102,310942.0663,2773886.137
C5103211,10203231220,3,102,301182.9573,2773040.828
C7151229,10211200825,3,102,303520.9775,2772988.973
C6129837,10212232110,3,102,300201.2313,2771444.494
C7145215,10203181000,3,102,303482.3048,2771140.417
CB133772,10212012000,3,102,305305.9587,2771142.462
CE111343,10204191740,2,102,304739.0421,2764716.848
CD114312,10207232106,2,102,298284.5707,2781389.694
CG142817,10210191300,2,102,308849.1144,2775556.997
C5127583,10208101936,2,102,301328.5336,2772411.091
CD127721,10209142300,3,102,300200.8423,2780891.284
C7141785,10201041851,3,102,301779.7,2771564
CA112226,10201161449,2,102,304042.3932,2770316.209
CG141449,10208051735,2,102,306054.6322,2775685.435
CG136065,10201061430,3,102,307412.4209,2774922.748
C9119906,10208070900,2,102,302917.3377,2770385.305
CB128786,10208300840,2,102,305110.3653,2772492.836
C8142155,10205302040,3,102,304833.5715,2768704.36
C8140142,10206191110,3,102,304560.2344,2769770.585
CC133259,10207241144,3,102,300810.3572,2775422.437
CD129770,10208221940,2,102,296448.7099,2779709.619
C9117900,10201251538,2,102,301131.6,2771172
CC136484,10204061410,3,102,304292.9853,2776968.209
C8136857,10202011825,3,102,304510.3,2768364
C9114936,10208200834,3,102,301274.2669,2771236.029
C5127235,10205031540,3,102,301001.0953,2773707.791
CC140581,10210050913,3,102,303080.7418,2779192.732
CC143743,10212181519,2,102,304007.0869,2781141.023
CH112075,10201140819,3,102,308011.2126,2770966.937
C7151885,10211181400,2,102,304048.7,2772654
C6114511,10201150730,2,102,299326.5,2770338
C5118744,10201270910,3,102,300827.3,2771595
C7145792,10205172222,3,102,304089.1907,2772961.071
CG136845,10201030826,3,102,306726.6957,2775078.863
C7152363,10212072124,2,102,302192.0083,2772455.846
C5130660,10208200757,2,102,300751.8525,2772911.438
CC141147,10211271841,3,102,302596.8404,2778212.771
CI130460,10210040815,2,102,305632.8,2769490
CD114206,10206251000,3,102,301927.6062,2778472.293
CI105422,10201171225,2,102,306332.3186,2770425.582
C6121711,10206091729,2,102,299175.0991,2767936.264
CD122930,10204201650,2,102,299443.7,2780003
CD122888,10203110900,3,102,296752.0157,2780096.39
CD117124,10208050853,2,102,299852.2304,2780813.384
C7146906,10206091650,2,102,304206.2115,2775609.219
C6129958,10212280530,2,102,298586.2564,2769129.23
C7145276,10204031841,3,102,302110,2771531
C7150098,10210011021,2,102,302193.6842,2772452.44
CC143507,10212102330,3,102,300196.3977,2775536.194
CE111346,10204211047,2,102,305404.9268,2764282.335
C9115047,10210091620,3,102,301674.6,2771309
C8142055,10206222015,3,102,302528.9298,2769545.562
CF108356,10208050740,2,102,303806.3135,2765534.461
CC141447,10210162203,2,102,302110.0928,2777601.358
C8149536,10212122147,2,102,304520.2201,2768595.232
CC136068,10202171904,2,102,302807.9167,2779061.399
CB131059,10209301815,3,102,304614.1876,2771819.849
CG136177,10201051749,2,102,309133.4171,2775368.721
CG137478,10203261650,3,102,307078.8547,2775405.616
CC140131,10209111655,2,102,301555.9629,2776225.096
C6121754,10205191915,1,102,298690.6253,2769994.27
CG136810,10201310940,2,102,307617.8,2774288
CE113518,10202152055,2,102,309471.8,2763434.962
C7147960,10207310845,3,102,302908.7149,2773264.738
CB126494,10205042325,3,102,306928.9645,2771644.385
CC141581,10211181455,2,102,301903.1299,2775401.961
CG143987,10210210955,3,102,307196.6687,2774883.063
CB124544,10201040835,3,102,304052.3141,2771845.127
CH112396,10202271010,2,102,311233.7392,2771253.571
CC137882,10205261515,3,102,302418.8851,2776466.882
CG141136,10207101952,2,102,308779.0292,2773751.853
CB126079,10203192255,2,102,304064.7973,2772138.458
CC135612,10201121316,2,102,301822.4,2776708
CG145865,10212310245,2,102,308244.7234,2775069.374
C7143597,10201101735,2,102,301878.7,2771407
C7149526,10210080912,2,102,304577.3955,2775412.872
C9119299,10203051900,3,102,301799.6335,2771078.159
CD116935,10208141240,2,102,301214.45,2779224.872
C5126421,10205271845,3,102,301313.2678,2771562.349
C7145075,10203151150,2,102,301829.884,2771706.555
C7149663,10209070905,2,102,303847.5643,2773445.032
CD123353,10203220055,2,102,301295.2817,2779114.189
C7145976,10206021513,2,102,301994.6675,2772510.102
C8148667,10209071420,2,102,304926.18,2769934.027
C8148765,10209090745,3,102,304281.3214,2770919.983
C9119985,10207090730,2,102,301553.3299,2771024.731
CC133224,10201051342,2,102,301828.4657,2775798.576
C6114565,10201160810,3,102,300252.2,2771519
CB126880,10205201639,2,102,304777.9844,2771832.091
C7132123,10204250925,2,102,301885.6,2771405
CC133572,10202201113,3,102,302115.3,2774603
C8140346,10206041610,2,102,303400.0708,2770720.251
C6129637,10212271505,2,102,300115.6314,2771565.641
CI118001,10204020800,2,102,305254.6719,2768763.834
CF110642,10205222000,3,102,305496.2806,2765988.478
CB125028,10203050718,2,102,306747.6744,2771821.711
CD128346,10212151149,2,102,298863.6976,2779529.884
CG136418,10201060620,2,102,307830.2949,2772453.351
CI131008,10210310756,2,102,305463.9504,2770682.492
CB127759,10204300817,2,102,306614.0903,2772530.103
CC132847,10204191025,3,102,302889.5396,2778802.513
CB128363,10208042131,3,102,305960.5604,2771410.984
C5127957,10210130315,2,102,301226.2906,2773066.113
CD128465,10212081610,2,102,301620.3005,2778293.511
C5127934,10209021510,2,102,300611.7879,2771429.919
CI131258,10212080314,2,102,306875.2347,2769721.658
CC135681,10204051030,3,102,307498.9743,2779909.62
C9117928,10201101220,3,102,301433.582,2771290.573
C8139433,10205171910,2,102,303795.7776,2768866.662
CC142723,10211280545,3,102,300440.2333,2774785.333
CH115055,10209092305,2,102,311560.9428,2772874.198
C7149998,10210271500,3,102,302614.8145,2772954.739
C7149967,10210191255,3,102,303818.172,2771289.753
C7143239,10202201456,3,102,301907.1546,2771633.563
C6124847,10206152000,3,102,300232.8412,2771258.334
CA111233,10205191540,2,102,301820.9325,2768753.511
CE112801,10207200941,3,102,305207.5401,2764755.301
CF110288,10206291235,3,102,303347.2467,2766093.81
CC137336,10205012250,2,102,302681.3557,2779577.354
CD128951,10211302225,2,102,296225.3271,2780145.673
CB133272,10208092229,2,102,304392.2971,2771437.638
C7144856,10205082150,3,102,302191.4428,2772175.98
CG139279,10204140925,2,102,308584.0427,2776007.005
CA115302,10210121200,3,102,301552.8437,2769583.015
C6124301,10202151610,2,102,299678.9671,2769333.739
C6128928,10208241430,3,102,300026.0146,2768883.706
CI130049,10209131850,2,102,307291.804,2771582.195
C8142142,10205220918,2,102,304039.5088,2770071.174
CI128794,10207081536,2,102,305828.3968,2770080.822
CI128809,10207052041,2,102,306562.3681,2770923.584
C9119796,10209081640,3,102,302738.9077,2771180.352
CB126364,10206041918,2,102,306621.3545,2771576.937
CA118161,10212182330,2,102,301234.7632,2769110.913
C7900075,10204210400,3,102,304437.3479,2774996.891
CD122766,10204022050,2,102,299686.6594,2781253.633
CB126444,10203311456,2,102,304651.5323,2772938.491
CI105287,10201072249,2,102,306948.9069,2770917.635
C5127515,10207310850,2,102,301504.3436,2774055.021
CD124579,10201122010,3,102,300635.7,2778847
CI105765,10201212355,2,102,306693.8309,2768718.962
CI130508,10210261920,3,102,306521.6339,2770442.122
CD126648,10210310930,2,102,298863.6976,2779529.884
CI129621,10208191145,2,102,306528.7262,2771430.752
CC138665,10209122211,2,102,299020.5279,2776675.323
CF110859,10211161100,2,102,303531.0566,2765869.769
C5121705,10202161755,3,102,300567.4026,2774530.997
CD127705,10209291030,2,102,300949.3794,2779120.903
CI128858,10207220007,2,102,305445.7571,2770686.541
CC142613,10211202030,3,102,301411.4079,2775808.388
C9121015,10210021644,2,102,302912.2367,2769920.511
C8149951,10212040815,3,102,304984.2189,2768855.818
CC141471,10211051624,3,102,301921.0645,2777894.734
CG142130,10209182020,2,102,308782.017,2773771.105
CB128785,10208271710,3,102,304233.8967,2772503.71
C6127131,10210051913,3,102,300567.5745,2771293.359
CB126322,10204121103,2,102,305045.9698,2771025.342
CA112127,10203111940,2,102,300542.4421,2769100.238
CC135677,10204011630,3,102,299956.0125,2776075.56
C8145512,10210131415,2,102,305435.5024,2770864.609
CH112026,10201281150,3,102,314294.8895,2769549.062
CD114360,10205311730,2,102,299849.8717,2780810.786
C9118816,10203241110,3,102,301925.3,2770104
CE114629,10211301157,3,102,304314.6297,2764626.89
CF109709,10203161112,3,102,303802.1328,2765688.304
C8135875,10204270300,3,102,302929.4,2769805
CG143656,10211251130,2,102,307830.3088,2772438.984
C7143537,10203290050,3,102,302180.3088,2772254.767
C9119216,10204010812,3,102,301197.2961,2770478.506
C7149896,10209130910,2,102,302185.5919,2772106.976
CA110403,10202151910,3,102,301162.2756,2769738.246
C5118823,10201210835,2,102,300474.4,2772786
C7900159,10205111511,3,102,303905.2552,2771311.522
C7141835,10201071654,3,102,301905.3,2772673
CB133416,10212131023,2,102,306281.3342,2772637.807
CI133004,10212241840,2,102,306894.1435,2770862.54
CA113130,10201291920,2,102,302078.0256,2768527.934
C9121389,10211232100,2,102,300972.798,2771539.921
C7152252,10212142225,3,102,303250.3525,2772772.391
CA112250,10202082320,3,102,301444.674,2769723.813
C9119638,10209031210,3,102,301709.9333,2771402.254
CC140980,10210092100,3,102,301907.2038,2776951.525
CI900240,10205022011,3,102,306097.9949,2770646.869
C8149047,10209141555,3,102,304469.3209,2769050.651
CE111708,10206121042,2,102,305993.1209,2764350
CI900266,10204182121,3,102,306534.1,2769060
C5130584,10207301842,3,102,300987.6768,2773704.808
C8133959,10207301332,3,102,303413.6971,2768993.576
CI900056,10205091055,2,102,308158.217,2770717.672
CG138426,10202281618,3,102,308773.3024,2773176.6
CD124542,10201021830,2,102,300804.2664,2778744.683
CH113633,10208190840,2,102,310869.8699,2772239.786
C7151090,10212011428,3,102,301784.6889,2772151.399
CG145425,10212240950,3,102,307501.4832,2774335.352
CH114673,10211122222,2,102,307891.7228,2771018.426
CC139422,10207161810,2,102,302125.6,2776459
C8141781,10205281619,3,102,303013.7639,2770590.774
C9118361,10204090855,2,102,301011.8,2770372
C9119724,10208191010,2,102,302936.0971,2769822.776
CG139367,10205172342,2,102,308824.0772,2772825.073
CH113664,10207201110,2,102,308064.1844,2771257.981
CC137389,10205071300,2,102,300748.7807,2774853.029
CF110553,10205291150,2,102,305426.2955,2765745.031
C8146030,10209261320,2,102,301874.7497,2769127.581
CD123026,10201261359,2,102,301105.696,2779237.921
CA114129,10209181700,2,102,301330.7235,2768595.474
CB125027,10203041610,3,102,304533.3843,2772375.955
CG143618,10210232030,2,102,307851.2012,2774656.277
C7145785,10205130800,3,102,304077.7417,2774209.494
CD126867,10210050230,3,102,301356.9554,2778521.413
C5124152,10202021350,3,102,301264.8216,2771495.505
C9115100,10206171625,2,102,302913.1112,2770796.977
CE113573,10204051603,2,102,307084.6,2764790
CI130795,10210202041,2,102,307836.9564,2770845.628
C5131369,10212191620,2,102,301167.6915,2771649.29
CH115015,10209120008,2,102,311377.3021,2772127.225
C7900516,10206280020,3,102,304605.5835,2775263.768
C9114785,10207270930,3,102,300777.096,2770643.673
C7149618,10210271500,3,102,302093.551,2771531.041
C8136014,10205061925,2,102,304963.167,2770806.465
CB127454,10204181412,3,102,306279.1,2773101
C8134147,10206190925,2,102,302484.2736,2768512.226
CE115787,10209291015,3,102,306806.9641,2765183.465
C5119177,10201231630,3,102,301212.5156,2771756.064
CH115548,10211172035,2,102,308071.2534,2771614.876
C8148360,10211111020,2,102,303347.2786,2770954.759
C9121742,10212071605,2,102,302700.6279,2770580.504
C9120718,10209101740,2,102,302646.7441,2770875.79
CI117712,10201302322,2,102,305640.4,2769757
C8130490,10210030835,2,102,305441.4635,2770679.969
CI129954,10208191158,2,102,306048.6854,2770448.42
CG145778,10210271526,3,102,308149.9824,2775538.843
CB132887,10210191119,2,102,304087.9978,2772785.946
CD121415,10206181330,3,102,296306.8968,2779887.966
C8149329,10208280810,2,102,302665.9759,2769008.512
C8134127,10208282115,3,102,304577.6969,2769817.681
C8140084,10204291905,3,102,302853.2532,2768990.334
CG138554,10204222030,2,102,307836.2102,2774698.508
CC139158,10211012327,3,102,302645.8409,2778586.133
C5126741,10206250650,2,102,301138.0797,2772555.491
C6122082,10204012146,3,102,300409.8192,2771113.086
C7151187,10210231200,2,102,303540.6937,2774866.202
C5131298,10211100845,2,102,301686.2,2771914
C5121997,10202090705,3,102,300848.0631,2772800.251
CC142287,10211230220,2,102,301976.1381,2776591.014
CH112694,10203190145,2,102,308041.1555,2771003.914
C7141512,10201011613,2,102,302028.1373,2772524.435
C8130587,10209261405,3,102,304705.1781,2768572.353
CI130595,10210131715,2,102,307390.7991,2771146.623
CC142919,10212311715,3,102,303291.6331,2777081.801
CF110450,10205291705,2,102,305285.2564,2766132.374
CH112990,10205302030,3,102,309240.9231,2772207.114
CH112868,10205251900,3,102,308612.5171,2771558.797
C9115094,10206131925,3,102,301436.7591,2770410.257
CG139968,10205222050,3,102,306913.3343,2774377.763
C8139579,10205311449,3,102,305354.5119,2769884.88
CA111354,10207031300,2,102,300044.2771,2769398.01
C8147848,10208101245,3,102,303233.8116,2770538.511
CB131892,10212051620,3,102,306297.3013,2771885.04
C7146850,10206150930,2,102,303847.1682,2771731.351
C8145257,10207311926,3,102,304728.9572,2767889.05
CB125841,10201291640,3,102,305711.9166,2771735.495
C7146584,10207152245,2,102,302415.372,2772759.238
C8142144,10205241630,3,102,305031.5538,2770251.759
CB126482,10205311350,3,102,304636.9631,2771263.139
CI900521,10204170830,2,102,306308.7,2766948
C8136252,10203261950,2,102,303732.3,2767619
CD125672,10212282306,2,102,298888.9567,2779544.131
C8149383,10209192010,2,102,304537.8055,2767916.747
C8140474,10205021010,3,102,304929.2904,2770110.013
CI129094,10208060721,2,102,306536.8996,2770640.12
CG144650,10212151340,3,102,308742.1383,2775014.224
CI900322,10204301540,2,102,305340.3848,2768382.712
CH115004,10208161723,2,102,311993.4681,2770372.244
CB127705,10205170746,3,102,304532.826,2771532.393
CI118211,10205042252,3,102,306270.0609,2770917.441
CG139354,10205181923,3,102,309248.7446,2775458.865
CD122966,10203151915,2,102,299979.0038,2781285.832
C6116004,10208051924,3,102,299310.2531,2770302.398
CD121366,10205160935,2,102,299338.5562,2781185.977
CG137896,10201311315,2,102,306498.2987,2775088.147
CD125537,10211010915,2,102,299209.4271,2781136.428
CD117149,10208181945,3,102,300721.8158,2779374.231
C8149118,10211121630,3,102,304880.6614,2770669.482
CI128979,10208151410,3,102,306322.4547,2770035.27
C6124317,10203070735,2,102,298810.8715,2770133.06
C8140512,10201180550,2,102,305132,2767511
CE111958,10201301423,3,102,306612.5516,2766365.541
C6129972,10211131730,2,102,300352.9386,2770400.754
C8143536,10212211315,3,102,303049.9099,2768217.987
CE111666,10208191006,3,102,307858.0663,2766366.588
C7145992,10207011110,3,102,302071.2675,2771972.198
C7144686,10203191050,3,102,302065.6085,2773474.102
C7147053,10206112028,3,102,303119.5636,2771082.968
CH115335,10209261720,3,102,308608.6009,2771564.063
CI129080,10207070806,2,102,307613.9277,2770127.351
CI132076,10212171320,2,102,305473.6103,2769746.077
C8146150,10210241845,2,102,305079.5093,2769389.407
C8149723,10212231423,2,102,304579.9201,2770112.404
CB130951,10211251900,3,102,304342.7802,2771846.262
CC141195,10209100840,2,102,301105.7024,2776050.883
CD126743,10212161236,2,102,301510.6332,2778172.391
C8137687,10203131715,3,102,304861.819,2770704.369
CH112898,10205241532,2,102,311261.6384,2771128.047
CD117369,10209120930,3,102,299522.6936,2780490.389
C9120941,10209152030,3,102,301304.6514,2770893.67
C5131370,10212201000,2,102,301001.1,2773688
CI128766,10207031933,3,102,307260.5553,2770393.527
C9119921,10207121000,3,102,302644.817,2770858.121
CC136101,10204010900,2,102,301089.6677,2776480.734
C7148752,10209071630,3,102,305292.8587,2774951.685
C8142249,10205190655,3,102,305364.3169,2770135.435
C7149080,10211161820,3,102,305731.5094,2775402.266
CC121660,10205281535,2,102,300330.6968,2776052.704
CC132227,10201221600,2,102,297392.9327,2777797.009
CH113208,10207101745,3,102,310035.3998,2772237.838
C6124819,10204301010,3,102,299333.9,2768272
CD122503,10201121100,2,102,296145.3115,2779374.566
CG137734,10202251900,3,102,307285.6074,2774174.952
C9115265,10206161200,3,102,301052.5652,2771267.249
CI129223,10207271438,2,102,306429.6101,2770076.455
CD122651,10201160910,2,102,296727.579,2779952.05
CD117292,10207220750,3,102,300283.4278,2781891.937
C9118761,10204081655,2,102,300955.8412,2771085.069
CG141008,10209161020,2,102,307636.6669,2774293.89
CG137907,10202051348,2,102,308971.4044,2775958.097
C7142220,10201251010,2,102,302083.3,2771476
C8130410,10209301836,3,102,301897.3646,2769081.895
CB125536,10201041211,2,102,304538.0761,2772003.148
CD117367,10209111200,3,102,300089.7587,2779334.557
CB127528,10205202035,3,102,306652.0024,2772133.015
CD122739,10204220900,2,102,298958.691,2779535.014
CH114628,10212142200,3,102,311489.1527,2772216.322
CE114517,10212240730,2,102,305934.5473,2764744.039
CG143451,10209291015,3,102,305623.6522,2776171.529
CC139038,10207111930,3,102,302067.3533,2777861.451
C7149162,10208271930,2,102,302517.1895,2772382.926
CC142329,10212041605,3,102,302396.9153,2776344.872
CD129783,10209032130,2,102,301024.0754,2778926.017
CC139128,10209061310,3,102,302903.1259,2779914.429
CG143809,10211262108,2,102,310847.3861,2773920.705
CB128889,10209021614,2,102,304073.2652,2773450.677
C5128215,10210020730,2,102,300851.1,2773897
CB127565,10207221650,2,102,304302.8231,2771107.729
CG138635,10207021520,3,102,307665.5498,2772531.657
CD123231,10203250240,2,102,299211.8,2780957
CA115126,10209222005,2,102,300835.9909,2769031.343
C8149423,10209261850,2,102,303948.2651,2768472.499
C9121838,10212271520,2,102,301176.8602,2770353.42
CG139464,10205191115,2,102,306643.6767,2773066.833
C8142289,10205301357,3,102,303347.4262,2771033.307
C9117922,10201041830,3,102,302826.4854,2770792.015
CC140772,10212301100,2,102,301166.2813,2776110.692
CG143519,10210171755,2,102,308702.8167,2772624.69
C7149749,10209271231,2,102,303490.9031,2773217.02
C5127840,10209061605,2,102,300527.8173,2774079.212
C8148131,10208141051,3,102,304400.7882,2770685.051
CG140060,10205290950,2,102,308899.1338,2773489.386
CB125919,10204161630,3,102,304063.8487,2771836.467
CE113781,10203100715,3,102,306823.8644,2765218.753
CC142994,10212041133,2,102,301402.68,2776236.705
CB128381,10206221520,2,102,305024.873,2771484.716
CG140114,10206231420,3,102,306751.0307,2775136.228
C7147968,10208102150,2,102,302642.1521,2771461.016
C8148948,10208281810,3,102,301892.0871,2769098.779
C7150868,10211211620,2,102,302774,2771301
CE113570,10203291950,2,102,308111.7147,2766222.332
CG142420,10208311405,3,102,307355.572,2773137.471
CF115605,10207310510,3,102,304872.0134,2766174.389
C7148578,10207261930,3,102,302277.5214,2771467.817
CB127576,10204241821,3,102,306016.9054,2771675.65
C9118832,10204031905,2,102,301364.4,2771122
CG144525,10212062020,3,102,311112.3794,2773745.309
CB133752,10210300720,2,102,304959.5389,2772316.914
CB127858,10207071550,3,102,304175.6642,2771842.176
CC140819,10210160430,2,102,303679.3148,2777409.507
CG142298,10208202000,2,102,310848.0552,2773928.007
C9115083,10206291700,2,102,301979.9898,2770757.982
C8136795,10202141126,3,102,302933.6511,2767918.494
CG138674,10203081500,2,102,308780.0878,2773228.528
C6121924,10202082120,2,102,299667.4424,2769015.644
CI128562,10206011105,2,102,307623.1103,2770249.232
CI129534,10209190610,2,102,306080.7898,2769068.15
CC137210,10204091640,3,102,302423.7638,2776699.908
CI132103,10212171944,2,102,308348.6461,2770256.188
CI131257,10212072010,2,102,307392.807,2771137.756
CE112779,10208300802,2,102,304923.8456,2765016.647
CI105909,10204161250,2,102,306399.9971,2770648.262
C8149135,10211091845,2,102,303606.0073,2771050.603
C9119988,10207091730,3,102,301287.7832,2771233.453
CG145768,10212270855,2,102,311430.2034,2773602.527
CB129706,10212181430,2,102,304159.055,2771093.294
C8136140,10204151815,3,102,303459.7,2768931
C5131267,10210252030,2,102,301009.2084,2773690.602
CD114326,10208080845,3,102,298490.5158,2781870.933
CC136389,10203211215,2,102,301734.5,2774705
C8144386,10212281615,3,102,304282.6682,2771060.393
CC143131,10212261033,2,102,302287.0086,2777281.248
C7149099,10209060000,3,102,301740.3676,2771504.946
C8136648,10202020055,2,102,304965.9673,2770462.642
CG138161,10202041900,3,102,311068.1643,2773750.799
C9115277,10206251630,2,102,301650.2741,2770990.662
C7144392,10203071632,2,102,301898.568,2772176.009
CC138640,10207301036,3,102,303314.821,2779182.466
C5103411,10205252200,3,102,300570.0934,2773369.662
C9106401,10212240200,3,102,300511.5794,2770985.674
C5131237,10212081020,2,102,300795.9131,2773035.628
CH114440,10211111120,3,102,311433.2329,2770269.293
CI130166,10209211748,3,102,306444.5438,2770069.899
CA114432,10212172110,3,102,303366.9673,2767341.397
CC140460,10209070303,2,102,302135.398,2775163.148
CC139220,10208061725,2,102,301615.0479,2774907.579
CD122912,10203091450,2,102,298863.6976,2779529.884
CB127175,10207261600,3,102,304130.0023,2771761.585
C8144684,10212272110,2,102,303388.4851,2770317.582
C5130556,10210300810,2,102,301455.4942,2773524.972
CG139430,10205131946,2,102,307469.1024,2775051.151
CD127065,10209150008,2,102,304315.0244,2785714.518
C5121825,10203301330,2,102,301645.7,2774411
CI900084,10204280919,2,102,307584.251,2770047.363
C7148165,10208271030,3,102,303233.2722,2773444.688
C8139350,10204091510,3,102,304632.7086,2770679.467
CA115482,10210271357,2,102,301871.7087,2769508.418
CI130289,10209300745,2,102,306886.6443,2770559.063
